artists,occurrence,freqency
"Mandy Moore",3,0.187500
"DJ Sammy,Yanou,Do",1,0.062500
"Pras,Ol' Dirty Bastard,Mýa",1,0.062500
"Limp Bizkit",2,0.125000
"Black Eyed Peas",25,1.562500
"Owl City",8,0.500000
"Kid Cudi",5,0.312500
"Corinne Bailey Rae",2,0.125000
"Ludacris,Shawnna",1,0.062500
"Gavin DeGraw",3,0.187500
"The Corrs",1,0.062500
"The Mighty Mighty Bosstones",1,0.062500
"Outkast,Sleepy Brown",1,0.062500
"Blu Cantrell",1,0.062500
"John Mayer",7,0.437500
"Faith Hill",5,0.312500
"Marc Anthony",1,0.062500
"Ja Rule,Ashanti",1,0.062500
"Citizen King",1,0.062500
"No Doubt,Bounty Killer",1,0.062500
"Fat Joe,Ja Rule,Ashanti",1,0.062500
"Rihanna,Sean Paul",1,0.062500
"Semisonic",1,0.062500
"Nelly,Kelly Rowland",2,0.125000
"Crazy Town",1,0.062500
"Missy Elliott,Ludacris",1,0.062500
"Baby Bash,Frankie J",4,0.250000
"Santana,Michelle Branch",1,0.062500
"Evanescence",3,0.187500
"Kelis",1,0.062500
"Everlast",1,0.062500
"Ciara,Missy Elliott",3,0.187500
"Justin Timberlake,T.I.",2,0.125000
"Anna Nalick",2,0.125000
"Eminem",11,0.687500
"Matt Nathanson",1,0.062500
"Feist",1,0.062500
"Counting Crows",3,0.187500
"Wheatus",3,0.187500
"Liz Phair",1,0.062500
"Hilary Duff",3,0.187500
"OK Go",2,0.125000
"Chumbawamba",1,0.062500
"Gwen Stefani,Akon",2,0.125000
"JAY-Z",1,0.062500
"The White Stripes",5,0.312500
"Blackstreet,Mýa,Mase,Blinky Blink",1,0.062500
"CAKE",1,0.062500
"Dr. Dre,Snoop Dogg",3,0.187500
"Aaliyah",1,0.062500
"Jennifer Lopez,FISHER",1,0.062500
"Fuel",1,0.062500
"Mýa",1,0.062500
"BBMAK",1,0.062500
"A Touch Of Class,Pete Konemann",1,0.062500
"Daniel Powter",3,0.187500
"3LW",1,0.062500
"Lifehouse",2,0.125000
"Shakira",5,0.312500
"Kylie Minogue",4,0.250000
"The Red Jumpsuit Apparatus",2,0.125000
"JoJo",7,0.437500
"Terror Squad,Fat Joe,Remy Ma",1,0.062500
"Ciara,Petey Pablo",1,0.062500
"John Legend",5,0.312500
"Akon,Eminem",3,0.187500
"Saving Jane",1,0.062500
"Howie Day",1,0.062500
"T-Pain,Yung Joc",3,0.187500
"Norah Jones",1,0.062500
"The Pussycat Dolls,Busta Rhymes",2,0.125000
"Kevin Rudolf,Lil Wayne",3,0.187500
"The Click Five",1,0.062500
"T-Pain,Mike Jones",1,0.062500
"Beyoncé,Bun B,Slim Thug",1,0.062500
"Three 6 Mafia,Project Pat",1,0.062500
"Alicia Keys",11,0.687500
"BOYS LIKE GIRLS",1,0.062500
"311",1,0.062500
"Timbaland,Keri Hilson,D.O.E.",4,0.250000
"Macy Gray",2,0.125000
"Baby Bash,T-Pain",1,0.062500
"Vertical Horizon",1,0.062500
"Nickelback",6,0.375000
"Lady Gaga,Colby O'Donis",4,0.250000
"Olivia Rodrigo",45,2.812500
"Conan Gray",16,1.000000
"Sabrina Carpenter",40,2.500000
"Lana Del Rey",24,1.500000
"Adele",25,1.562500
"Sarah Jeffery,Disney",2,0.125000
"Tate McRae",15,0.937500
"Ross Lynch,Jason Evigan,Grace Phipps",2,0.125000
"Harry Styles",11,0.687500
"Billie Eilish",38,2.375000
"Ashe,Niall Horan",1,0.062500
"Jung Kook,DJ Snake",1,0.062500
"Nessa Barrett",3,0.187500
"Ashe",1,0.062500
"Jung Kook",5,0.312500
"Dove Cameron",6,0.375000
"Dove Cameron,Disney",2,0.125000
"Kristen Bell,Idina Menzel",1,0.062500
"Ross Lynch,Maia Mitchell",1,0.062500
"Ariana Grande",49,3.062500
"Dove Cameron,Sofia Carson,Cameron Boyce,Booboo Stewart,China Anne McClain,Mitchell Hope,Thomas Doherty,Dylan Playfair,Disney",2,0.125000
"SZA",31,1.937500
"Demi Lovato",15,0.937500
"EMELINE",1,0.062500
"TOMORROW X TOGETHER",30,1.875000
"Grace Phipps",2,0.125000
"Leyla Blue",1,0.062500
"Jeff Lewis,Mitchell Hope,Disney",1,0.062500
"Jung Kook,Latto",1,0.062500
"TOMORROW X TOGETHER,Anitta",1,0.062500
"Doja Cat",7,0.437500
"Charlie Puth,Jung Kook,BTS",1,0.062500
"Ross Lynch",1,0.062500
"Bridgit Mendler",9,0.562500
"Eminem,Rihanna",6,0.375000
"mansionz,Spark Master Tape",1,0.062500
"Christian Nodal",1,0.062500
"OneRepublic",14,0.875000
"Pharrell Williams",4,0.250000
"DNCE",4,0.250000
"MAGIC!",4,0.250000
"Christina Perri",3,0.187500
"Justin Bieber",20,1.250000
"Everybody Loves an Outlaw",2,0.125000
"Meghan Trainor",9,0.562500
"Nicki Minaj",28,1.750000
"Sean Paul,Dua Lipa",4,0.250000
"John Travolta,Olivia Newton-John",5,0.312500
"Meghan Trainor,John Legend",2,0.125000
"Justin Bieber,Ludacris",8,0.500000
"Julia Michaels",3,0.187500
"Sam Smith,Kim Petras",3,0.187500
"Elley Duhé",1,0.062500
"Selena Gomez",11,0.687500
"Ruth B.",3,0.187500
"TOMORROW X TOGETHER,Jonas Brothers",1,0.062500
"undefined",21,1.312500
"Taylor Swift,HAIM",1,0.062500
"Halsey,SUGA",1,0.062500
"Selena Gomez & The Scene",6,0.375000
"Russ,Bibi Bourelly",2,0.125000
"Russ",7,0.437500
"Shawn Mendes",15,0.937500
"Shawn Mendes,Camila Cabello",2,0.125000
"Milo j,Yahritza Y Su Esencia",1,0.062500
"Madison Beer",2,0.125000
"Olivia Rodrigo,Disney",1,0.062500
"Fabio Capri",1,0.062500
"Benson Boone",2,0.125000
"salem ilese,TOMORROW X TOGETHER,Alan Walker",1,0.062500
"Hotel Ugly",1,0.062500
"Jimin",1,0.062500
"Chappell Roan",22,1.375000
"Johnny Orlando",4,0.250000
"Ivan Cornejo",3,0.187500
"Melanie Martinez",2,0.125000
"Quavo,Lana Del Rey",1,0.062500
"Gracie Abrams",18,1.125000
"RAYE,070 Shake",3,0.187500
"Kali Uchis",1,0.062500
"NERIAH",1,0.062500
"WILLOW,Travis Barker",1,0.062500
"Lauren Spencer Smith",2,0.125000
"Sunflower Bean",1,0.062500
"Tom Odell",2,0.125000
"Addison Rae",2,0.125000
"Tristan",1,0.062500
"Olly Alexander (Years & Years)",3,0.187500
"The Marías",1,0.062500
"YEONJUN",2,0.125000
"Lola Young",4,0.250000
"Lexi Jayde",1,0.062500
"Mariah Carey",4,0.250000
"TOMORROW X TOGETHER,Seori",1,0.062500
"Lana Del Rey,Tommy Genesis",1,0.062500
"Selena Gomez,benny blanco",2,0.125000
"Selena Gomez,benny blanco,Gracie Abrams",1,0.062500
"Alex & Sierra",1,0.062500
"nan",0,0.000000
"Xavi,Manuel Turizo",1,0.062500
"Alexander Stewart",1,0.062500
"J Balvin",1,0.062500
"Selena Gomez,benny blanco,The Marías",1,0.062500
"Daniel Caesar,Brandy",1,0.062500
"J Hus,Drake",1,0.062500
"Jungle",6,0.375000
"GROOVY,B Jack$",1,0.062500
"Brent Faiyaz",13,0.812500
"Saint Levant,MC Abdul",1,0.062500
"daniell,caesar",1,0.062500
"Saint Levant",7,0.437500
"Andrea Bocelli",1,0.062500
"PARTYNEXTDOOR",26,1.625000
"Amaarae,Kali Uchis,MOLIY",1,0.062500
"leeron",2,0.125000
"leeron,Roy William",1,0.062500
"Roy William,leeron",1,0.062500
"DESTIN CONRAD",1,0.062500
"Saint Levant,Sol Band",1,0.062500
"Saint Levant,TIF",1,0.062500
"Saint Levant,Cheb Bilal",1,0.062500
"Saint Levant,Kehlani",1,0.062500
"Roy William,BR!X",1,0.062500
"Asal",1,0.062500
"Luke Combs",6,0.375000
"June Freedom",2,0.125000
"June Freedom,Elji Beatzkilla",1,0.062500
"Morgan Wallen",2,0.125000
"June Freedom,Naïka",2,0.125000
"Cassie",1,0.062500
"Muni Long",1,0.062500
"The Weeknd",21,1.312500
"Marvin Gaye",3,0.187500
"Sade",3,0.187500
"The Weeknd,Playboi Carti",1,0.062500
"Mustafa",5,0.312500
"GIVĒON",12,0.750000
"Jhené Aiko,H.E.R.",2,0.125000
"Bryson Tiller",13,0.812500
"Charlie Jeer",2,0.125000
"SIENNA SPIRO",1,0.062500
"Adam Melchor",1,0.062500
"Clara La San",1,0.062500
"Chris Brown",7,0.437500
"Tyla,Becky G",1,0.062500
"Yarden",1,0.062500
"Ciara,Chamillionaire",1,0.062500
"Tyla",1,0.062500
"Bayou,yef",1,0.062500
"Duckwrth,Kojey Radical",1,0.062500
"Camila Cabello,Drake",1,0.062500
"Frank Ocean",28,1.750000
"Fei Yu-ching",1,0.062500
"KAYTRANADA,Craig David",1,0.062500
"IAMDDB",1,0.062500
"Noah Cyrus",2,0.125000
"Blaiz Fayah,Maureen,Dj Glad",1,0.062500
"Doechii",4,0.250000
"Sonder",7,0.437500
"SZA,Kendrick Lamar",2,0.125000
"Drake,Tems",1,0.062500
"Magdalena Bay",1,0.062500
"Bruno Mars,Anderson .Paak,Silk Sonic",6,0.375000
"SAILORR,Summer Walker",1,0.062500
"Hope",1,0.062500
"Ayra Starr,GIVĒON",1,0.062500
"Victoria Monét",2,0.125000
"Olivia Dean",1,0.062500
"Cherub",1,0.062500
"PARTYNEXTDOOR,Drake,Chino Pacas",2,0.125000
"PARTYNEXTDOOR,Drake,Yebba",1,0.062500
"June Freedom,Jaz Karis",1,0.062500
"Bayou",1,0.062500
"Drake",28,1.750000
"Tate McRae,Flo Milli",1,0.062500
"Paris Paloma",3,0.187500
"Hailey Knox",3,0.187500
"Kendrick Lamar",6,0.375000
"Keyshia Cole",1,0.062500
"Fleetwood Mac",29,1.812500
"Lady Gaga,Bruno Mars",2,0.125000
"Ed Sheeran",27,1.687500
"Guns N' Roses",2,0.125000
"Mark Ronson,Bruno Mars",5,0.312500
"Rascal Flatts",6,0.375000
"Luke Bryan",6,0.375000
"Candace",1,0.062500
"2Pac,Roger,Dr. Dre",3,0.187500
"Kendrick Lamar,SZA",6,0.375000
"Iam Tongi,James Blunt",1,0.062500
"Paper Tongues",1,0.062500
"One Direction",32,2.000000
"AC/DC",9,0.562500
"Nirvana",4,0.250000
"Creed",1,0.062500
"Auli'i Cravalho,Disney",3,0.187500
"Donny Osmond,Chorus - Mulan,Disney",3,0.187500
"Nathan Lane,Ernie Sabella,Jason Weaver,Joseph Williams",3,0.187500
"Christopher Jackson,Rachel House,Nicole Scherzinger,Auli'i Cravalho,Louise Bush,Disney",2,0.125000
"Dwayne Johnson,Disney",3,0.187500
"Mandy Moore,Zachary Levi",1,0.062500
"Stephanie Beatriz,Olga Merediz,Encanto - Cast",2,0.125000
"Daya",4,0.250000
"Sebastian Yatra",1,0.062500
"Roger Bart,Disney",2,0.125000
"Post Malone,Morgan Wallen",3,0.187500
"Noah Kahan",13,0.812500
"Naomi Scott",2,0.125000
"Adam Hicks,Bridgit Mendler,Naomi Scott,Hayley Kiyoko",2,0.125000
"Paramore",17,1.062500
"Hugh Jackman,The Greatest Showman Ensemble",1,0.062500
"Rihanna,Mikky Ekko",6,0.375000
"JVKE",4,0.250000
"Susan Egan,Cheryl Freeman,LaChanze,Vaneese Thomas,Lillias White,Disney",1,0.062500
"Jonas Brothers",7,0.437500
"Donna Murphy",2,0.125000
"Future,Metro Boomin,Kendrick Lamar",1,0.062500
"Jonathan Groff",1,0.062500
"Justin Bieber,Nicki Minaj",5,0.312500
"Fergie,will.i.am",4,0.250000
"Pat Benatar",7,0.437500
"Don Henley",3,0.187500
"Eagles",9,0.562500
"Foreigner",2,0.125000
"Earth, Wind & Fire",4,0.250000
"Tears For Fears",5,0.312500
"Noah Kahan,Post Malone",1,0.062500
"Soulja Boy",5,0.312500
"Blondie",3,0.187500
"USHER,Lil Jon,Ludacris",4,0.250000
"Ryan Gosling",1,0.062500
"Nicki Minaj,Ice Spice,Aqua",1,0.062500
"Laufey",2,0.125000
"Meryl Streep,Julie Walters,Christine Baranski",2,0.125000
"VeggieTales",1,0.062500
"Dr. Doofenshmirtz",1,0.062500
"Vanilla Ice",3,0.187500
"The Muppets",1,0.062500
"Beastie Boys",1,0.062500
"Animaniacs",1,0.062500
"AsapSCIENCE",1,0.062500
"The Barden Bellas",2,0.125000
"The Barden Bellas,The Treblemakers,The Bu Harmonics",2,0.125000
"Cynthia Erivo,Ariana Grande",2,0.125000
"Bruno Mars",28,1.750000
"Aerosmith",8,0.500000
"Foo Fighters",4,0.250000
"Vance Joy",16,1.000000
"Stealers Wheel",2,0.125000
"Blue Öyster Cult",1,0.062500
"Carolina Gaitán,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",2,0.125000
"Ariana Grande,Cynthia Erivo",1,0.062500
"Sixpence None The Richer",1,0.062500
"The Cranberries",2,0.125000
"Yuno Miles",1,0.062500
"USHER,Pitbull",9,0.562500
"Tom Petty",2,0.125000
"Billy Joel",18,1.125000
"Rick Springfield",4,0.250000
"Tonic",1,0.062500
"Migos",1,0.062500
"Migos,Lil Uzi Vert",2,0.125000
"Troy,Disney",1,0.062500
"The Doobie Brothers",1,0.062500
"Migos,Drake",1,0.062500
"Kansas",1,0.062500
"Dexys Midnight Runners",4,0.250000
"Shakira,Wyclef Jean",5,0.312500
"Journey",7,0.437500
"The Chainsmokers,Halsey",3,0.187500
"CeeLo Green,Jack Black",1,0.062500
"Bon Jovi",9,0.562500
"Aqua",2,0.125000
"ROSÉ,Bruno Mars",1,0.062500
"Ed Helms,The Lorax Singers",1,0.062500
"Rick Astley",2,0.125000
"Michael Jackson",26,1.625000
"Living Colour",1,0.062500
"Downstait",1,0.062500
"Joan Jett & the Blackhearts",4,0.250000
"Survivor",3,0.187500
"Katy Perry,Snoop Dogg",8,0.500000
"ABBA",17,1.062500
"Clean Bandit,Zara Larsson",3,0.187500
"Suki Waterhouse",2,0.125000
"Genesis",1,0.062500
"Butthole Surfers",1,0.062500
"will.i.am",3,0.187500
"Taylor Swift,Kendrick Lamar",1,0.062500
"USHER",3,0.187500
"Ricky Martin",3,0.187500
"The Gregory Brothers",1,0.062500
"Baby Keem,Kendrick Lamar",1,0.062500
"Zac Efron,Zendaya",1,0.062500
"Ziv Zaifman,Hugh Jackman,Michelle Williams",1,0.062500
"Keala Settle,The Greatest Showman Ensemble",1,0.062500
"A.J. & Big Justice",1,0.062500
"Jake Paul,Team 10",1,0.062500
"川子",1,0.062500
"The Lumineers",17,1.062500
"Shania Twain",22,1.375000
"Lauv",2,0.125000
"Mark Ambor",1,0.062500
"Ed Sheeran,Khalid",1,0.062500
"Of Monsters and Men",8,0.500000
"Creedence Clearwater Revival",10,0.625000
"Jonathan Bailey,Ariana Grande,Ethan Slater,Marissa Bode,Cynthia Erivo",1,0.062500
"John Williams,London Symphony Orchestra",2,0.125000
"Boney M.",6,0.375000
"DJ GreyttBlack",1,0.062500
"Bad Lip Reading",1,0.062500
"Starship",4,0.250000
"The Police",7,0.437500
"Stevie Nicks",5,0.312500
"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus",1,0.062500
"Loren Allred",1,0.062500
"Rachel Platten",1,0.062500
"Hugh Jackman,Zac Efron",1,0.062500
"Idina Menzel",1,0.062500
"Hugh Jackman,Keala Settle,Daniel Everidge,Zendaya,The Greatest Showman Ensemble",1,0.062500
"Troy,Gabriella,Disney",3,0.187500
"Phil Collins",15,0.937500
"Céline Dion",4,0.250000
"Lizzy McAlpine",2,0.125000
"Phoebe Bridgers",2,0.125000
"Candace,Vanessa",1,0.062500
"Diane Guerrero,Stephanie Beatriz",2,0.125000
"Love Händel",1,0.062500
"Phineas,Bobby Fabulous",1,0.062500
"The Lorax Singers,Jenny Slate,Betty White,Rob Riggle",1,0.062500
"Stephanie Beatriz",2,0.125000
"Jason Segel,Walter",1,0.062500
"The Muppets,Joanna Newsom",1,0.062500
"Jason Weaver,Rowan Atkinson,Laura Williams",3,0.187500
"Samuel E. Wright,Disney",2,0.125000
"Phil Harris,Bruce Reitherman",2,0.125000
"Little Ditto",1,0.062500
"Cast - Sofia the First,Disney Junior,Sofia",1,0.062500
"China Anne McClain",1,0.062500
"TV Theme Band",1,0.062500
"The Duck",1,0.062500
"Burger King",1,0.062500
"JellyBug",1,0.062500
"They Might Be Giants (For Kids),Disney Junior",1,0.062500
"Charlie Puth,Selena Gomez",2,0.125000
"Angela Lansbury,Jerry Orbach,Chorus - Beauty And the Beast,Disney",1,0.062500
"The Backyardigans",1,0.062500
"Idina Menzel,AURORA",2,0.125000
"Silver",1,0.062500
"The Neighbourhood",4,0.250000
"Neon Trees",7,0.437500
"Kyle Gordon,Kody Redwing and The Broken Hearts",1,0.062500
"Duran Duran",3,0.187500
"Simple Minds",3,0.187500
"Heart",3,0.187500
"The Smashing Pumpkins",1,0.062500
"Men At Work",6,0.375000
"TOTO",8,0.500000
"Metallica",1,0.062500
"Wang Chung",2,0.125000
"Dominic Fike",3,0.187500
"Metro Boomin,Coi Leray",1,0.062500
"Post Malone,Swae Lee",2,0.125000
"Bluey",1,0.062500
"Alessia Cara",4,0.250000
"alt-J",4,0.250000
"Andrew McMahon in the Wilderness",2,0.125000
"Andy Grammer",5,0.312500
"Arcade Fire",3,0.187500
"Arkells",24,1.500000
"Aslove,Mia Wray",1,0.062500
"The Avett Brothers",1,0.062500
"Avicii",19,1.187500
"Bahamas",6,0.375000
"Barenaked Ladies,Ben Grosse",1,0.062500
"Bastille",5,0.312500
"Ben Howard",2,0.125000
"Ben Lee",1,0.062500
"Ben Rector",2,0.125000
"Birdy",1,0.062500
"The Black Keys",6,0.375000
"Blue Rodeo",2,0.125000
"Blue Swede,Björn Skifs",1,0.062500
"Bob Schneider",2,0.125000
"BØRNS",11,0.687500
"Boy & Bear",3,0.187500
"Brad Paisley",1,0.062500
"Branches,Tsutro",1,0.062500
"Brett Eldredge",1,0.062500
"The Brothers Comatose",1,0.062500
"Bruce Springsteen",5,0.312500
"Bryan Adams,Melanie C",2,0.125000
"Bryan Adams",11,0.687500
"Bryce Vine",1,0.062500
"Caamp",1,0.062500
"Cage The Elephant",8,0.500000
"Calvin Harris,Disciples",3,0.187500
"Calvin Harris,Florence Welch",1,0.062500
"Calvin Harris,Frank Ocean,Migos",1,0.062500
"Camila Cabello",5,0.312500
"Capital Cities",3,0.187500
"Cash Cash,Bebe Rexha",1,0.062500
"Cereus Bright",1,0.062500
"The Chainsmokers,Coldplay",3,0.187500
"The Chainsmokers,ROZES",3,0.187500
"Charlie Puth",3,0.187500
"Nick Murphy",1,0.062500
"CHVRCHES",3,0.187500
"City and Colour",1,0.062500
"Coast Modern",3,0.187500
"Cobi",1,0.062500
"Cœur De Pirate",1,0.062500
"Cold War Kids",2,0.125000
"Coldplay,Rihanna",1,0.062500
"The Cure",2,0.125000
"Daryl Hall & John Oates",9,0.562500
"Death Cab for Cutie",6,0.375000
"Dierks Bentley",3,0.187500
"Disclosure,Sam Smith",3,0.187500
"Disclosure,Lorde",1,0.062500
"Drake,Wizkid,Kyla",1,0.062500
"DYAN",1,0.062500
"Smallpools",2,0.125000
"Kodaline,Syn Cole",1,0.062500
"Foster The People",6,0.375000
"AJR,Rivers Cuomo",2,0.125000
"Samm Henshaw",1,0.062500
"Portugal. The Man",5,0.312500
"Crystal Fighters",1,0.062500
"Step Rockets",1,0.062500
"Meg Mac",1,0.062500
"Tall Heights",4,0.250000
"Peter Bjorn and John",1,0.062500
"MØ",2,0.125000
"Two Door Cinema Club,RAC",1,0.062500
"Slaters,Toulouse",1,0.062500
"BANNERS",3,0.187500
"A R I Z O N A",5,0.312500
"Animal Years",1,0.062500
"The Sheepdogs",4,0.250000
"Motel Radio",1,0.062500
"Nathaniel Rateliff & The Night Sweats",2,0.125000
"Maggie Rogers",13,0.812500
"Cody Fry",1,0.062500
"The Kooks",4,0.250000
"Annie Lennox",1,0.062500
"Urban Cone",1,0.062500
"The Mowgli's",2,0.125000
"StayLoose,Nick Leng",1,0.062500
"Ella Vos",1,0.062500
"RAC,Katie Herzig",1,0.062500
"Mumford & Sons",25,1.562500
"King Princess",1,0.062500
"Billy Raffoul",1,0.062500
"Elijah Woods x Jamie Fine",1,0.062500
"WILD",1,0.062500
"Jon Bellion",3,0.187500
"The Head And The Heart",14,0.875000
"Hozier",12,0.750000
"Anderson East",1,0.062500
"Drew Holcomb & The Neighbors",1,0.062500
"Tom Odell,Zwette",1,0.062500
"Ellie Goulding",9,0.562500
"Jet",4,0.250000
"Reuben And The Dark",2,0.125000
"Mt. Joy",2,0.125000
"KALEO",4,0.250000
"Two Door Cinema Club",1,0.062500
"Hippo Campus",1,0.062500
"Sarah Harmer",1,0.062500
"Yoke Lore",3,0.187500
"Elton John",16,1.000000
"Sofi Tukker,NERVO,The Knocks,ALISA UENO",1,0.062500
"Mat Kearney,AFSHEEN",1,0.062500
"Jodie Mitchell",1,0.062500
"Jaymes Young",3,0.187500
"Sam Hunt",7,0.437500
"Saint Motel",5,0.312500
"Old Dominion",3,0.187500
"S Club",2,0.125000
"lovelytheband",3,0.187500
"George Ezra",6,0.375000
"The Foundations",2,0.125000
"Regina Spektor",1,0.062500
"JOSEPH",1,0.062500
"Foy Vance",5,0.312500
"Matt Simons,Deepend",1,0.062500
"Ezra Vine",1,0.062500
"The 1975",2,0.125000
"Mating Ritual,Lizzy Land",1,0.062500
"Josiah and the Bonnevilles",1,0.062500
"Urban Cone,Tove Lo",1,0.062500
"Jeremy Zucker",2,0.125000
"Leon Bridges",2,0.125000
"Flight Facilities",1,0.062500
"Matt Maeson",3,0.187500
"Youth Group",2,0.125000
"Toploader",2,0.125000
"The Weeknd,Ed Sheeran",1,0.062500
"LU KALA",1,0.062500
"Florence + The Machine",5,0.312500
"Sylvan Esso",2,0.125000
"Muse",2,0.125000
"The Contours",1,0.062500
"Zara Larsson",7,0.437500
"Kai Straw",1,0.062500
"Oh Wonder",6,0.375000
"James Vincent McMorrow",2,0.125000
"Handsome Ghost,Whole Doubts",1,0.062500
"Mat Kearney",5,0.312500
"Tracy Chapman",3,0.187500
"Robert DeLong,K.Flay",1,0.062500
"Tame Impala",5,0.312500
"Selena Gomez,Gucci Mane",1,0.062500
"James Taylor",2,0.125000
"San Cisco",1,0.062500
"Jukebox The Ghost",1,0.062500
"Kacey Musgraves",4,0.250000
"Selena Gomez,A$AP Rocky",1,0.062500
"Lake Street Dive",2,0.125000
"HONNE",2,0.125000
"Lorde",11,0.687500
"Empire Of The Sun",4,0.250000
"Edward Sharpe & The Magnetic Zeros",7,0.437500
"Alessia Cara,Disney",1,0.062500
"Star & Micey",1,0.062500
"Two Feet",1,0.062500
"Elohim",1,0.062500
"Mating Ritual",1,0.062500
"The Proclaimers",3,0.187500
"Panama Wedding,Bee's Knees",1,0.062500
"Kygo,Selena Gomez",2,0.125000
"Louis The Child,K.Flay",1,0.062500
"Imagine Dragons",10,0.625000
"Klingande",1,0.062500
"Saint Mesa",1,0.062500
"Rudimental,Ed Sheeran",1,0.062500
"Vance Joy,Said The Sky",1,0.062500
"Thomas Rhett,Martin Jensen",1,0.062500
"GROUPLOVE",3,0.187500
