playlist a,playlist b,common artists, unique artists
"18. best_roadtrip_playlist_of_all_time","roadtrip_",6,570
"18. best_roadtrip_playlist_of_all_time","the_ultimate_roadtrip_playlist__",61,673
"18. best_roadtrip_playlist_of_all_time","all_american_road_trip",4,438
"18. best_roadtrip_playlist_of_all_time","road_trippin_",93,1524
"18. best_roadtrip_playlist_of_all_time","road_trip____",7,439
"18. best_roadtrip_playlist_of_all_time","roadtrippin_",25,577
"18. best_roadtrip_playlist_of_all_time","road_trip_",42,577
"18. best_roadtrip_playlist_of_all_time","90s__00s_road_trippin",12,489
"6. road-trip (meghan)","5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)",25,425
"6. road-trip (meghan)","20. lets_go_girls_-_a_road_trip_playlist",8,243
"6. road-trip (meghan)","13. road_trip (Mackie)",22,471
"6. road-trip (meghan)","16. fun_road_trip_bangers",48,814
"6. road-trip (meghan)","23. roadtrip_bangers",31,516
"6. road-trip (meghan)","14. road-trip (maleena)",5,422
"6. road-trip (meghan)","19. 2000s-2010s_roadtrip_songs",14,354
"6. road-trip (meghan)","17. 70s_80s_90s_road_trip_jams",5,289
"6. road-trip (meghan)","24. conic_songs_for_car_rides",25,307
"6. road-trip (meghan)","9. road_trip_jams",9,335
"6. road-trip (meghan)","road_trip_____",6,302
"6. road-trip (meghan)","summer_road_trip_vibes",35,280
"6. road-trip (meghan)","roadtrip_",5,336
"6. road-trip (meghan)","the_ultimate_roadtrip_playlist__",37,485
"6. road-trip (meghan)","all_american_road_trip",1,208
"6. road-trip (meghan)","road_trippin_",63,1348
"6. road-trip (meghan)","road_trip____",8,201
"6. road-trip (meghan)","roadtrippin_",38,315
"6. road-trip (meghan)","road_trip_",26,373
"6. road-trip (meghan)","90s__00s_road_trippin",1,275
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","20. lets_go_girls_-_a_road_trip_playlist",14,330
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","13. road_trip (Mackie)",33,548
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","16. fun_road_trip_bangers",90,829
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","23. roadtrip_bangers",92,493
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","14. road-trip (maleena)",14,503
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","19. 2000s-2010s_roadtrip_songs",82,317
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","17. 70s_80s_90s_road_trip_jams",1,396
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","24. conic_songs_for_car_rides",80,296
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","9. road_trip_jams",43,366
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","road_trip_____",0,413
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","summer_road_trip_vibes",47,355
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","roadtrip_",11,423
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","the_ultimate_roadtrip_playlist__",63,532
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","all_american_road_trip",0,309
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","road_trippin_",107,1359
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","road_trip____",4,308
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","roadtrippin_",24,442
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","road_trip_",34,456
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","90s__00s_road_trippin",4,368
"20. lets_go_girls_-_a_road_trip_playlist","13. road_trip (Mackie)",10,378
"20. lets_go_girls_-_a_road_trip_playlist","16. fun_road_trip_bangers",50,693
"20. lets_go_girls_-_a_road_trip_playlist","23. roadtrip_bangers",26,409
"20. lets_go_girls_-_a_road_trip_playlist","14. road-trip (maleena)",1,313
"20. lets_go_girls_-_a_road_trip_playlist","19. 2000s-2010s_roadtrip_songs",22,221
"20. lets_go_girls_-_a_road_trip_playlist","17. 70s_80s_90s_road_trip_jams",9,164
"20. lets_go_girls_-_a_road_trip_playlist","24. conic_songs_for_car_rides",12,216
"20. lets_go_girls_-_a_road_trip_playlist","9. road_trip_jams",20,196
"20. lets_go_girls_-_a_road_trip_playlist","road_trip_____",5,187
"20. lets_go_girls_-_a_road_trip_playlist","summer_road_trip_vibes",7,219
"20. lets_go_girls_-_a_road_trip_playlist","roadtrip_",0,229
"20. lets_go_girls_-_a_road_trip_playlist","the_ultimate_roadtrip_playlist__",31,380
"20. lets_go_girls_-_a_road_trip_playlist","all_american_road_trip",0,93
"20. lets_go_girls_-_a_road_trip_playlist","road_trippin_",23,1311
"20. lets_go_girls_-_a_road_trip_playlist","road_trip____",4,92
"20. lets_go_girls_-_a_road_trip_playlist","roadtrippin_",11,252
"20. lets_go_girls_-_a_road_trip_playlist","road_trip_",20,268
"20. lets_go_girls_-_a_road_trip_playlist","90s__00s_road_trippin",6,148
"13. road_trip (Mackie)","16. fun_road_trip_bangers",62,925
"13. road_trip (Mackie)","23. roadtrip_bangers",46,625
"13. road_trip (Mackie)","14. road-trip (maleena)",21,529
"13. road_trip (Mackie)","19. 2000s-2010s_roadtrip_songs",36,449
"13. road_trip (Mackie)","17. 70s_80s_90s_road_trip_jams",7,424
"13. road_trip (Mackie)","24. conic_songs_for_car_rides",34,428
"13. road_trip (Mackie)","9. road_trip_jams",32,428
"13. road_trip (Mackie)","road_trip_____",15,423
"13. road_trip (Mackie)","summer_road_trip_vibes",16,457
"13. road_trip (Mackie)","roadtrip_",26,433
"13. road_trip (Mackie)","the_ultimate_roadtrip_playlist__",54,590
"13. road_trip (Mackie)","all_american_road_trip",3,343
"13. road_trip (Mackie)","road_trippin_",77,1459
"13. road_trip (Mackie)","road_trip____",2,352
"13. road_trip (Mackie)","roadtrippin_",28,474
"13. road_trip (Mackie)","road_trip_",23,518
"13. road_trip (Mackie)","90s__00s_road_trippin",3,410
"16. fun_road_trip_bangers","23. roadtrip_bangers",152,808
"16. fun_road_trip_bangers","14. road-trip (maleena)",15,936
"16. fun_road_trip_bangers","19. 2000s-2010s_roadtrip_songs",91,734
"16. fun_road_trip_bangers","17. 70s_80s_90s_road_trip_jams",50,733
"16. fun_road_trip_bangers","24. conic_songs_for_car_rides",83,725
"16. fun_road_trip_bangers","9. road_trip_jams",58,771
"16. fun_road_trip_bangers","road_trip_____",30,788
"16. fun_road_trip_bangers","summer_road_trip_vibes",38,808
"16. fun_road_trip_bangers","roadtrip_",12,856
"16. fun_road_trip_bangers","the_ultimate_roadtrip_playlist__",117,859
"16. fun_road_trip_bangers","all_american_road_trip",3,738
"16. fun_road_trip_bangers","road_trippin_",170,1668
"16. fun_road_trip_bangers","road_trip____",7,737
"16. fun_road_trip_bangers","roadtrippin_",37,851
"16. fun_road_trip_bangers","road_trip_",90,779
"16. fun_road_trip_bangers","90s__00s_road_trippin",20,771
"23. roadtrip_bangers","14. road-trip (maleena)",16,602
"23. roadtrip_bangers","19. 2000s-2010s_roadtrip_songs",98,388
"23. roadtrip_bangers","17. 70s_80s_90s_road_trip_jams",52,397
"23. roadtrip_bangers","24. conic_songs_for_car_rides",84,391
"23. roadtrip_bangers","9. road_trip_jams",44,467
"23. roadtrip_bangers","road_trip_____",24,468
"23. roadtrip_bangers","summer_road_trip_vibes",43,466
"23. roadtrip_bangers","roadtrip_",11,526
"23. roadtrip_bangers","the_ultimate_roadtrip_playlist__",70,621
"23. roadtrip_bangers","all_american_road_trip",2,408
"23. roadtrip_bangers","road_trippin_",132,1412
"23. roadtrip_bangers","road_trip____",4,411
"23. roadtrip_bangers","roadtrippin_",26,541
"23. roadtrip_bangers","road_trip_",59,509
"23. roadtrip_bangers","90s__00s_road_trippin",7,465
"14. road-trip (maleena)","19. 2000s-2010s_roadtrip_songs",14,410
"14. road-trip (maleena)","17. 70s_80s_90s_road_trip_jams",0,355
"14. road-trip (maleena)","24. conic_songs_for_car_rides",14,385
"14. road-trip (maleena)","9. road_trip_jams",12,385
"14. road-trip (maleena)","road_trip_____",0,370
"14. road-trip (maleena)","summer_road_trip_vibes",14,378
"14. road-trip (maleena)","roadtrip_",16,370
"14. road-trip (maleena)","the_ultimate_roadtrip_playlist__",12,591
"14. road-trip (maleena)","all_american_road_trip",0,266
"14. road-trip (maleena)","road_trippin_",23,1484
"14. road-trip (maleena)","road_trip____",0,273
"14. road-trip (maleena)","roadtrippin_",18,411
"14. road-trip (maleena)","road_trip_",7,467
"14. road-trip (maleena)","90s__00s_road_trippin",0,333
"19. 2000s-2010s_roadtrip_songs","17. 70s_80s_90s_road_trip_jams",6,293
"19. 2000s-2010s_roadtrip_songs","24. conic_songs_for_car_rides",81,201
"19. 2000s-2010s_roadtrip_songs","9. road_trip_jams",49,261
"19. 2000s-2010s_roadtrip_songs","road_trip_____",0,320
"19. 2000s-2010s_roadtrip_songs","summer_road_trip_vibes",27,302
"19. 2000s-2010s_roadtrip_songs","roadtrip_",9,334
"19. 2000s-2010s_roadtrip_songs","the_ultimate_roadtrip_playlist__",57,451
"19. 2000s-2010s_roadtrip_songs","all_american_road_trip",0,216
"19. 2000s-2010s_roadtrip_songs","road_trippin_",74,1332
"19. 2000s-2010s_roadtrip_songs","road_trip____",1,221
"19. 2000s-2010s_roadtrip_songs","roadtrippin_",14,369
"19. 2000s-2010s_roadtrip_songs","road_trip_",37,357
"19. 2000s-2010s_roadtrip_songs","90s__00s_road_trippin",6,271
"17. 70s_80s_90s_road_trip_jams","24. conic_songs_for_car_rides",2,276
"17. 70s_80s_90s_road_trip_jams","9. road_trip_jams",12,252
"17. 70s_80s_90s_road_trip_jams","road_trip_____",24,189
"17. 70s_80s_90s_road_trip_jams","summer_road_trip_vibes",4,265
"17. 70s_80s_90s_road_trip_jams","roadtrip_",5,259
"17. 70s_80s_90s_road_trip_jams","the_ultimate_roadtrip_playlist__",17,448
"17. 70s_80s_90s_road_trip_jams","all_american_road_trip",3,127
"17. 70s_80s_90s_road_trip_jams","road_trippin_",21,1355
"17. 70s_80s_90s_road_trip_jams","road_trip____",0,140
"17. 70s_80s_90s_road_trip_jams","roadtrippin_",2,310
"17. 70s_80s_90s_road_trip_jams","road_trip_",30,288
"17. 70s_80s_90s_road_trip_jams","90s__00s_road_trippin",4,192
"24. conic_songs_for_car_rides","9. road_trip_jams",30,274
"24. conic_songs_for_car_rides","road_trip_____",1,293
"24. conic_songs_for_car_rides","summer_road_trip_vibes",41,249
"24. conic_songs_for_car_rides","roadtrip_",6,315
"24. conic_songs_for_car_rides","the_ultimate_roadtrip_playlist__",47,446
"24. conic_songs_for_car_rides","all_american_road_trip",0,191
"24. conic_songs_for_car_rides","road_trippin_",72,1311
"24. conic_songs_for_car_rides","road_trip____",1,196
"24. conic_songs_for_car_rides","roadtrippin_",14,344
"24. conic_songs_for_car_rides","road_trip_",26,354
"24. conic_songs_for_car_rides","90s__00s_road_trippin",4,250
"9. road_trip_jams","road_trip_____",5,281
"9. road_trip_jams","summer_road_trip_vibes",14,299
"9. road_trip_jams","roadtrip_",10,303
"9. road_trip_jams","the_ultimate_roadtrip_playlist__",48,440
"9. road_trip_jams","all_american_road_trip",1,185
"9. road_trip_jams","road_trippin_",43,1365
"9. road_trip_jams","road_trip____",0,194
"9. road_trip_jams","roadtrippin_",12,344
"9. road_trip_jams","road_trip_",31,340
"9. road_trip_jams","90s__00s_road_trippin",4,246
"road_trip_____","summer_road_trip_vibes",3,282
"road_trip_____","roadtrip_",3,278
"road_trip_____","the_ultimate_roadtrip_playlist__",10,477
"road_trip_____","all_american_road_trip",3,142
"road_trip_____","road_trippin_",9,1394
"road_trip_____","road_trip____",0,155
"road_trip_____","roadtrippin_",2,325
"road_trip_____","road_trip_",10,343
"road_trip_____","90s__00s_road_trippin",0,215
"summer_road_trip_vibes","roadtrip_",7,306
"summer_road_trip_vibes","the_ultimate_roadtrip_playlist__",49,435
"summer_road_trip_vibes","all_american_road_trip",0,184
"summer_road_trip_vibes","road_trippin_",74,1300
"summer_road_trip_vibes","road_trip____",5,181
"summer_road_trip_vibes","roadtrippin_",36,293
"summer_road_trip_vibes","road_trip_",21,357
"summer_road_trip_vibes","90s__00s_road_trippin",3,245
"roadtrip_","the_ultimate_roadtrip_playlist__",14,501
"roadtrip_","all_american_road_trip",0,180
"roadtrip_","road_trippin_",38,1368
"roadtrip_","road_trip____",0,187
"roadtrip_","roadtrippin_",12,337
"roadtrip_","road_trip_",11,373
"roadtrip_","90s__00s_road_trippin",3,241
"the_ultimate_roadtrip_playlist__","all_american_road_trip",2,389
"the_ultimate_roadtrip_playlist__","road_trippin_",168,1321
"the_ultimate_roadtrip_playlist__","road_trip____",7,386
"the_ultimate_roadtrip_playlist__","roadtrippin_",43,488
"the_ultimate_roadtrip_playlist__","road_trip_",49,510
"the_ultimate_roadtrip_playlist__","90s__00s_road_trippin",15,430
"all_american_road_trip","road_trippin_",5,1298
"all_american_road_trip","road_trip____",0,51
"all_american_road_trip","roadtrippin_",1,223
"all_american_road_trip","road_trip_",0,259
"all_american_road_trip","90s__00s_road_trippin",0,111
"road_trippin_","road_trip____",12,1291
"road_trippin_","roadtrippin_",85,1319
"road_trippin_","road_trip_",54,1415
"road_trippin_","90s__00s_road_trippin",12,1351
"road_trip____","roadtrippin_",18,196
"road_trip____","road_trip_",8,250
"road_trip____","90s__00s_road_trippin",0,118
"roadtrippin_","road_trip_",36,368
"roadtrippin_","90s__00s_road_trippin",2,288
"road_trip_","90s__00s_road_trippin",9,308
