artists,occurrence,freqency
"Jim Croce",7,0.700000
"Warren Zevon",1,0.100000
"Ambrosia",2,0.200000
"Steve Miller Band",3,0.300000
"Supertramp",1,0.100000
"Gordon Lightfoot",1,0.100000
"Christopher Cross",1,0.100000
"Norman Greenbaum",1,0.100000
"Neil Young",3,0.300000
"Pet Shop Boys",1,0.100000
"The Young Rascals",1,0.100000
"When In Rome",1,0.100000
"Air Supply",1,0.100000
"Canned Heat",2,0.200000
"Lionel Richie",1,0.100000
"U2",1,0.100000
"Crosby, Stills, Nash & Young",1,0.100000
"Seals and Crofts",1,0.100000
"Paul McCartney,Wings",1,0.100000
"Neil Young,Crazy Horse",1,0.100000
"The Smiths",1,0.100000
"David Gilmour",2,0.200000
"The Waterboys",1,0.100000
"Gunter Kallmann Choir",1,0.100000
"Carly Simon",1,0.100000
"The Animals",1,0.100000
"George Michael",1,0.100000
"Spandau Ballet",1,0.100000
"Duran Duran",2,0.200000
"Little River Band",1,0.100000
"Neon Trees",4,0.400000
"Vance Joy",9,0.900000
"Bastille",5,0.500000
"Rex Orange County",3,0.300000
"khai dreams",1,0.100000
"Grizfolk",1,0.100000
"Noah Kahan",72,7.200000
"lovelytheband",1,0.100000
"Andy Martin",4,0.400000
"AJR,Rivers Cuomo",1,0.100000
"Social House,Lil Yachty",3,0.300000
"COIN",2,0.200000
"Fitz and The Tantrums",2,0.200000
"Of Monsters and Men",7,0.700000
"Radical Face",2,0.200000
"American Authors",3,0.300000
"GROUPLOVE",2,0.200000
"Lexi Cline",1,0.100000
"So You Say",1,0.100000
"Whisper",1,0.100000
"The Worst Cover Band Of The World",1,0.100000
"Train",6,0.600000
"Owl City",2,0.200000
"Simple Plan,MKTO",1,0.100000
"BØRNS",4,0.400000
"One Direction",20,2.000000
"Declan McKenna",4,0.400000
"Wallows,Clairo",1,0.100000
"Khalid",7,0.700000
"BANNERS",2,0.200000
"Summerdrive",1,0.100000
"The Lumineers",12,1.200000
"Matthew Mole",1,0.100000
"Edward Sharpe & The Magnetic Zeros",4,0.400000
"Empire Of The Sun",5,0.500000
"Dotan",1,0.100000
"Taylor Swift",172,17.200000
"Florence + The Machine",3,0.300000
"Black Eyed Peas",9,0.900000
"Mac Miller,Empire Of The Sun",2,0.200000
"Yoke Lore",3,0.300000
"The Head And The Heart",1,0.100000
"Mariano Mallia",1,0.100000
"Phillip Phillips",2,0.200000
"OneRepublic",6,0.600000
"Andy Grammer",7,0.700000
"Ben Rector",1,0.100000
"Imagine Dragons",4,0.400000
"Bakar",3,0.300000
"Capital Cities",2,0.200000
"MGMT",5,0.500000
"Wiz Khalifa,Empire Of The Sun",4,0.400000
"French Montana,Swae Lee",3,0.300000
"Miguel,Travis Scott",3,0.300000
"Justin Bieber,Nicki Minaj",4,0.400000
"Nicki Minaj",4,0.400000
"David Guetta,Kid Cudi",1,0.100000
"Steve Lacy",3,0.300000
"Lupe Fiasco",2,0.200000
"Drake",20,2.000000
"Maroon 5,Wiz Khalifa",2,0.200000
"Kid Cudi,MGMT,Ratatat",3,0.300000
"Zara Larsson",1,0.100000
"Pitbull,Kesha",2,0.200000
"Twenty One Pilots",9,0.900000
"Coldplay",13,1.300000
"Jessie J",1,0.100000
"The Temptations",1,0.100000
"Frank Ocean,Earl Sweatshirt",1,0.100000
"Dominic Fike",10,1.000000
"Mac DeMarco",1,0.100000
"Lorde",10,1.000000
"Ryn Weaver",2,0.200000
"The Daughters Of Eve",1,0.100000
"DeJ Loaf",1,0.100000
"Good Neighbours",2,0.200000
"Michael Marcagi",4,0.400000
"Bazzi",9,0.900000
"Passion Pit",1,0.100000
"Becky G",3,0.300000
"WALK THE MOON",1,0.100000
"Avril Lavigne",9,0.900000
"The Wanted",1,0.100000
"Calvin Harris",4,0.400000
"Zedd,Hayley Williams",2,0.200000
"Rihanna,Calvin Harris",1,0.100000
"Loud Luxury,Brando",2,0.200000
"Maroon 5",5,0.500000
"Gavin DeGraw",2,0.200000
"Cash Cash,Bebe Rexha",2,0.200000
"The Vamps",8,0.800000
"Glass Animals",4,0.400000
"Kendrick Lamar,SZA",7,0.700000
"Zedd,Foxes",3,0.300000
"Jason Derulo",2,0.200000
"will.i.am,Britney Spears",2,0.200000
"Snoop Dogg,Wiz Khalifa,Bruno Mars",2,0.200000
"Tove Styrke",1,0.100000
"Snakehips,Tinashe,Chance the Rapper",5,0.500000
"Current Joys",2,0.200000
"ABBA",7,0.700000
"Vacations",1,0.100000
"alt-J",5,0.500000
"Milky Chance",8,0.800000
"Harmless",1,0.100000
"Surf Curse",2,0.200000
"a-ha",1,0.100000
"Aidan Bissett",1,0.100000
"Surfaces",4,0.400000
"Tame Impala",8,0.800000
"Videoclub,Adèle Castillon,Mattyeux",1,0.100000
"Robin Schulz,Francesco Yates",1,0.100000
"Supergrass",1,0.100000
"Estelle,Kanye West",3,0.300000
"Rosa Linn",2,0.200000
"Nico & Vinz",4,0.400000
"Corinne Bailey Rae",2,0.200000
"Bruno Mars",4,0.400000
"Ellie Goulding",4,0.400000
"Nicky Youre,hey daisy",1,0.100000
"Mark Keali'i Ho'omalu,Kamehameha Schools Children's Chorus",1,0.100000
"Clairo",1,0.100000
"BENEE",5,0.500000
"M.I.A.",5,0.500000
"Mac Miller",5,0.500000
"Ashe,FINNEAS",1,0.100000
"Frank Ocean",7,0.700000
"The 502s",2,0.200000
"Hozier",12,1.200000
"Mumford & Sons",3,0.300000
"Matt Maeson",2,0.200000
"George Ezra",3,0.300000
"Noah Kahan,Kacey Musgraves",3,0.300000
"Joy Oladokun,Noah Kahan",1,0.100000
"Noah Kahan,Julia Michaels",1,0.100000
"boygenius,Julien Baker,Phoebe Bridgers,Lucy Dacus",1,0.100000
"Jack Johnson",2,0.200000
"The La's",1,0.100000
"The Summer Set",1,0.100000
"Mark Ambor",4,0.400000
"Benson Boone",7,0.700000
"David Guetta,OneRepublic",1,0.100000
"Gracie Abrams",50,5.000000
"Myles Smith",1,0.100000
"A$AP Rocky",2,0.200000
"Calvin Harris,Frank Ocean,Migos,Funk Wav",1,0.100000
"Swedish House Mafia,The Weeknd",2,0.200000
"Sabrina Carpenter",15,1.500000
"Cottonwood Firing Squad",2,0.200000
"311",5,0.500000
"Cameron Whitcomb",1,0.100000
"Icona Pop",2,0.200000
"Ella Henderson",1,0.100000
"Jack Ü,Skrillex,Diplo,Justin Bieber",2,0.200000
"DJ Snake,Justin Bieber",2,0.200000
"Justin Bieber",8,0.800000
"Justin Bieber,Chance the Rapper",1,0.100000
"JoJo",2,0.200000
"WizTheMc,bees & honey",1,0.100000
"Kanye West",21,2.100000
"JAY-Z,Kanye West",2,0.200000
"Red Hot Chili Peppers",17,1.700000
"Outkast",4,0.400000
"Black Sabbath",1,0.100000
"Creed",6,0.600000
"The Goo Goo Dolls",11,1.100000
"Pearl Jam",6,0.600000
"Thin Lizzy",1,0.100000
"Shinedown",1,0.100000
"The Weeknd,Playboi Carti",1,0.100000
"YNW Melly,9lokknine",1,0.100000
"YNW Melly,Kanye West",1,0.100000
"Mustard,Roddy Ricch",1,0.100000
"Roddy Ricch",3,0.300000
"Travis Scott",5,0.500000
"Polo G",4,0.400000
"Lil Baby,Gunna,Lil Durk,NAV",1,0.100000
"Gunna",6,0.600000
"Future,Metro Boomin",6,0.600000
"BossMan Dlow",4,0.400000
"BigXthaPlug",3,0.300000
"Lil Wayne,Drake",1,0.100000
"Future,Metro Boomin,Brownstone",1,0.100000
"Foo Fighters",8,0.800000
"Boston",1,0.100000
"Guns N' Roses",7,0.700000
"Ozzy Osbourne",1,0.100000
"AC/DC",10,1.000000
"Phil Collins",2,0.200000
"N.W.A.",1,0.100000
"Drake,Kanye West,Lil Wayne,Eminem",1,0.100000
"J. Cole",7,0.700000
"Fetty Wap",2,0.200000
"Kanye West,Pusha T",1,0.100000
"Kendrick Lamar",11,1.100000
"Tee Grizzley",1,0.100000
"Travis Scott,Kacy Hill",1,0.100000
"Young Thug,Travis Scott",1,0.100000
"Kanye West,T-Pain",1,0.100000
"A$AP Rocky,Drake,2 Chainz,Kendrick Lamar",2,0.200000
"JAY-Z,Kanye West,Frank Ocean,The-Dream",1,0.100000
"Young Money,Drake",1,0.100000
"Post Malone",21,2.100000
"Rae Sremmurd,Gucci Mane",1,0.100000
"Sheck Wes",2,0.200000
"Kanye West,DJ Premier",1,0.100000
"Wiz Khalifa",1,0.100000
"2Pac,Outlawz",1,0.100000
"BossMan Dlow,French Montana",1,0.100000
"Lil Wayne",1,0.100000
"Kodak Black",3,0.300000
"Meek Mill",1,0.100000
"Three 6 Mafia",2,0.200000
"Bobby Shmurda",1,0.100000
"Future",4,0.400000
"Willie Nelson",1,0.100000
"Future,Metro Boomin,The Weeknd",2,0.200000
"DaBaby",4,0.400000
"PARTYNEXTDOOR,Drake",1,0.100000
"Kanye West,Gucci Mane,Big Sean,2 Chainz,Travis Scott,Yo Gotti,Quavo,Desiigner",1,0.100000
"La Roux",2,0.200000
"Kanye West,Theophilus London,Allan Kingdom,Paul McCartney",1,0.100000
"Big Sean,E-40",1,0.100000
"Chief Keef,50 Cent,Wiz Khalifa",1,0.100000
"Lil Uzi Vert",4,0.400000
"Rae Sremmurd",1,0.100000
"21 Savage",1,0.100000
"Skrilla",1,0.100000
"Kendrick Lamar,MC Eiht",1,0.100000
"A Boogie Wit da Hoodie",2,0.200000
"Rich Gang,Young Thug,Rich Homie Quan",1,0.100000
"Playboi Carti",15,1.500000
"Waka Flocka Flame,Roscoe Dash,Wale",1,0.100000
"Kodak Black,Offset,Travis Scott",1,0.100000
"Dreamville,J. Cole,Lute,DaBaby",2,0.200000
"Fetty Wap,Monty",1,0.100000
"Lil Wayne,Kendrick Lamar",1,0.100000
"Migos,YoungBoy Never Broke Again",1,0.100000
"Chief Keef",7,0.700000
"Kanye West,Chief Keef,Pusha T,Big Sean,Jadakiss",1,0.100000
"Trippie Redd,Travis Scott",1,0.100000
"Lil Baby,Gunna,Lil Uzi Vert",1,0.100000
"Playboi Carti,Lil Uzi Vert",3,0.300000
"Flipp Dinero",1,0.100000
"Drake,Lil Wayne",1,0.100000
"Lil Yachty,YoungBoy Never Broke Again",1,0.100000
"Young Thug",1,0.100000
"King Von",1,0.100000
"Tory Lanez",1,0.100000
"Ski Mask The Slump God,Juice WRLD",2,0.200000
"Tee Grizzley,Lil Yachty",1,0.100000
"Lil Yachty",1,0.100000
"Drake,21 Savage,Project Pat",1,0.100000
"Trippie Redd,Juice WRLD",1,0.100000
"Trippie Redd",2,0.200000
"Key Glock",4,0.400000
"Lil Baby,Gunna",1,0.100000
"Gunna,Drake",1,0.100000
"Trippie Redd,Playboi Carti",1,0.100000
"Ken Carson",1,0.100000
"NLE Choppa",2,0.200000
"G Herbo,Lil Uzi Vert,Juice WRLD,Chance the Rapper",1,0.100000
"Young Thug,Future",1,0.100000
"Yeat",7,0.700000
"Drake,Yeat",1,0.100000
"KYLE,Lil Yachty",2,0.200000
"GELO",1,0.100000
"¥$,Kanye West,Ty Dolla $ign",1,0.100000
"Lil Tjay",1,0.100000
"Lil Tjay,Polo G,Fivio Foreign",1,0.100000
"DDG,Blueface",1,0.100000
"Mustard,NAV,Playboi Carti,A Boogie Wit da Hoodie",1,0.100000
"Pop Smoke",4,0.400000
"Pop Smoke,Lil Baby,DaBaby",1,0.100000
"Pop Smoke,A Boogie Wit da Hoodie",1,0.100000
"Pop Smoke,50 Cent,Roddy Ricch",1,0.100000
"THE SCOTTS,Travis Scott,Kid Cudi",1,0.100000
"Juice WRLD",12,1.200000
"Comethazine",1,0.100000
"Lil Mosey",2,0.200000
"Lil Nas X,Jack Harlow",3,0.300000
"Trippie Redd,DaBaby",1,0.100000
"Metro Boomin,Future,Don Toliver",1,0.100000
"Roddy Ricch,Gunna",1,0.100000
"Jack Harlow",6,0.600000
"Meek Mill,Rick Ross",1,0.100000
"StaySolidRocky",1,0.100000
"Superstar Pride",1,0.100000
"Travis Scott,Drake",1,0.100000
"SoFaygo",1,0.100000
"Kings of Leon",4,0.400000
"GELO,GloRilla",1,0.100000
"Juice WRLD,YoungBoy Never Broke Again",1,0.100000
"The Kid LAROI,Lil Tecca",1,0.100000
"Desiigner",2,0.200000
"DRAM,Lil Yachty",1,0.100000
"Playboi Carti,Travis Scott",2,0.200000
"Playboi Carti,The Weeknd",1,0.100000
"Playboi Carti,Kendrick Lamar,Jhené Aiko",1,0.100000
"Playboi Carti,Skepta",1,0.100000
"Playboi Carti,Future,Travis Scott",1,0.100000
"Playboi Carti,Kendrick Lamar",1,0.100000
"Playboi Carti,Future",1,0.100000
"Playboi Carti,Young Thug,Ty Dolla $ign",1,0.100000
"Labi Siffre",1,0.100000
"Tyler, The Creator,Lola Young",2,0.200000
"Lil Tecca",1,0.100000
"SZA,Calvin Harris,Funk Wav",1,0.100000
"Harry Styles",48,4.800000
"Foster The People",2,0.200000
"Bryan Adams",1,0.100000
"5 Seconds of Summer",11,1.100000
"The Killers",2,0.200000
"JAWNY",2,0.200000
"WILLOW",2,0.200000
"24kGoldn",2,0.200000
"Weezer",4,0.400000
"Miley Cyrus",8,0.800000
"Ariana Grande",14,1.400000
"HRVY",2,0.200000
"MKTO",4,0.400000
"Glee Cast",2,0.200000
"Beyoncé",6,0.600000
"D12",1,0.100000
"Cardi B,Megan Thee Stallion",1,0.100000
"Cardi B,Bad Bunny,J Balvin",1,0.100000
"Cardi B",2,0.200000
"Labrinth",5,0.500000
"Kanye West,Big Sean,Pusha T,2 Chainz",1,0.100000
"M83",1,0.100000
"Panic! At The Disco",8,0.800000
"Superorganism",1,0.100000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Grandmaster Melle Mel,Grandmaster Caz,Kool Moe Dee,Eric Nally",1,0.100000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,IDRIS,Anderson .Paak",2,0.200000
"Trophy Eyes",1,0.100000
"Colony House",1,0.100000
"SIX60",1,0.100000
"Tal Bachman",2,0.200000
"The Veronicas",2,0.200000
"G Flip",5,0.500000
"Peking Duk,Jack River",2,0.200000
"SAINt JHN,Imanbek",2,0.200000
"Paramore",8,0.800000
"Ocean Alley",5,0.500000
"Lime Cordiale",4,0.400000
"Hilltop Hoods",6,0.600000
"The Jungle Giants",6,0.600000
"Flume,Vera Blue",1,0.100000
"Sofi Tukker",2,0.200000
"Sticky Fingers",7,0.700000
"The Rubens",4,0.400000
"Sigala,The Vamps",1,0.100000
"Kristen Bell,Idina Menzel",1,0.100000
"Lizzo",1,0.100000
"Eminem",3,0.300000
"Icona Pop,Charli xcx",1,0.100000
"Green Day",4,0.400000
"The All-American Rejects",7,0.700000
"P!nk",10,1.000000
"Justin Bieber,Big Sean",1,0.100000
"3OH!3,Kesha",1,0.100000
"LunchMoney Lewis",2,0.200000
"Jonas Brothers",3,0.300000
"The Strumbellas",1,0.100000
"The Clash",3,0.300000
"New Hope Club",1,0.100000
"Crowded House",2,0.200000
"Aminé",7,0.700000
"benny blanco,Juice WRLD",2,0.200000
"Wes Walker,Dyl",1,0.100000
"Arizona Zervas",3,0.300000
"ilyTOMMY,Savage Ga$p",1,0.100000
"Tyler, The Creator",1,0.100000
"Iggy Azalea,Charli xcx",1,0.100000
"Clean Bandit,Jess Glynne",1,0.100000
"Beyoncé,JAY-Z",1,0.100000
"Calvin Harris,John Newman",1,0.100000
"Iggy Azalea",1,0.100000
"Ambjaay",1,0.100000
"SAYGRACE,Tate McRae,Audrey Mika",1,0.100000
"Rihanna",7,0.700000
"Little Mix",1,0.100000
"My Chemical Romance",3,0.300000
"We The Kings",2,0.200000
"Simple Plan",2,0.200000
"Arctic Monkeys",8,0.800000
"Bowling For Soup",1,0.100000
"Blur",1,0.100000
"ZAYN",1,0.100000
"Shawn Mendes",10,1.000000
"Liam Payne,Quavo",2,0.200000
"Wheatus",1,0.100000
"Katrina & The Waves",1,0.100000
"John Travolta,Olivia Newton-John",2,0.200000
"Journey",3,0.300000
"The Vamps,Demi Lovato",1,0.100000
"Mark Ronson,Miley Cyrus",2,0.200000
"Cub Sport",1,0.100000
"Drapht",4,0.400000
"A$AP Rocky,Skepta",2,0.200000
"Angus & Julia Stone",3,0.300000
"Lana Del Rey",6,0.600000
"L D R U,Paige IV",2,0.200000
"Yaeji",2,0.200000
"Dominic Fike,Kenny Beats",2,0.200000
"MØ",1,0.100000
"Lizzo,Ariana Grande",1,0.100000
"Sean Kingston",1,0.100000
"The Chicks",4,0.400000
"ROLE MODEL",1,0.100000
"Darius Rucker",1,0.100000
"Brooks & Dunn,Kacey Musgraves",1,0.100000
"Busted",1,0.100000
"Mark Ronson,Bruno Mars",2,0.200000
"Nirvana",3,0.300000
"Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2,0.200000
"Crazy Frog",1,0.100000
"Macklemore & Ryan Lewis,Wanz",1,0.100000
"G.R.L.",2,0.200000
"Karmin",2,0.200000
"Troy",1,0.100000
"Jimmy Eat World",1,0.100000
"Martin Garrix,Macklemore,Fall Out Boy",2,0.200000
"Tiësto,Matthew Koma",1,0.100000
"G-Eazy,Kehlani",1,0.100000
"Jax Jones,RAYE",2,0.200000
"Destiny's Child",1,0.100000
"Hilltop Hoods,Montaigne,Tom Thum",3,0.300000
"Galantis",2,0.200000
"Two Feet",2,0.200000
"Portugal. The Man",2,0.200000
"SHAED,ZAYN",2,0.200000
"Billie Eilish",49,4.900000
"Marc E. Bassy,G-Eazy",2,0.200000
"Saweetie,Jhené Aiko,City Girls",1,0.100000
"Tyler, The Creator,Kali Uchis",2,0.200000
"DMA'S",4,0.400000
"Ziggy Alberts",2,0.200000
"Ruel",5,0.500000
"Thomston",1,0.100000
"Alina Baraz,Khalid",3,0.300000
"Noah Cyrus",3,0.300000
"Ron Pope",1,0.100000
"JP Saxe,Julia Michaels",1,0.100000
"Niall Horan",4,0.400000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis",4,0.400000
"Nathan Hawes",1,0.100000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Ed Sheeran",2,0.200000
"Nickelback",9,0.900000
"Peach Tree Rascals",1,0.100000
"Olivia Rodrigo,Disney",2,0.200000
"grandson",1,0.100000
"Conan Gray",42,4.200000
"Ashe",2,0.200000
"Slowly Slowly",1,0.100000
"Cordae,Anderson .Paak",1,0.100000
"Kira Puru",1,0.100000
"San Cisco",2,0.200000
"PNAU",1,0.100000
"Fall Out Boy",9,0.900000
"blink-182",2,0.200000
"THE DRIVER ERA",1,0.100000
"Keane",1,0.100000
"Swedish House Mafia,John Martin",2,0.200000
"Avicii",13,1.300000
"Lorde,Khalid,Post Malone,SZA",2,0.200000
"Peking Duk,Nicole Millar",2,0.200000
"King Princess",3,0.300000
"The Wombats",4,0.400000
"Rex Orange County,Benny Sings",1,0.100000
"Skegss",5,0.500000
"Eric Carmen",1,0.100000
"YUNGBLUD",2,0.200000
"Soulja Boy",2,0.200000
"Fifth Harmony,Kid Ink",1,0.100000
"Shaggy,Rik Rok",1,0.100000
"TLC",5,0.500000
"Jason Derulo,2 Chainz",1,0.100000
"Katy Perry",4,0.400000
"Vanessa Carlton",3,0.300000
"The Pussycat Dolls,Busta Rhymes",1,0.100000
"Gwen Stefani",1,0.100000
"Jaden",1,0.100000
"Lil Peep",2,0.200000
"Blueface",1,0.100000
"Rob $tone,J. Davi$,J Spooks",1,0.100000
"G-Eazy,A$AP Rocky,Cardi B",1,0.100000
"Kesha",2,0.200000
"Lil Peep,XXXTENTACION",2,0.200000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Mary Lambert",1,0.100000
"Sean Paul",1,0.100000
"Lil Mama",1,0.100000
"Akon,Eminem",1,0.100000
"LMFAO,Lil Jon",1,0.100000
"Katy Perry,Snoop Dogg",2,0.200000
"3OH!3",2,0.200000
"Dean Lewis",1,0.100000
"Hilltop Hoods,Illy,Ecca Vandal",2,0.200000
"Post Malone,Swae Lee",2,0.200000
"MØ,Diplo",2,0.200000
"Zac Efron,Zendaya",2,0.200000
"Glee Cast,2CELLOS",1,0.100000
"Hugh Jackman,Keala Settle,Zac Efron,Zendaya,The Greatest Showman Ensemble",1,0.100000
"Elle King",1,0.100000
"DJ Snake,AlunaGeorge",2,0.200000
"Jonas Blue,Jack & Jack",2,0.200000
"Cher Lloyd",1,0.100000
"Zendaya",1,0.100000
"Jack & Jack",1,0.100000
"KAYTRANADA,River Tiber",1,0.100000
"Don McLean",3,0.300000
"AronChupa,Little Sis Nora",1,0.100000
"Rihanna,Kanye West,Paul McCartney",2,0.200000
"Disclosure,Sam Smith",2,0.200000
"Amy Winehouse",1,0.100000
"Billie Eilish,Justin Bieber",1,0.100000
"Barenaked Ladies",6,0.600000
"Dizzee Rascal,Armand Van Helden",1,0.100000
"John Mayer",6,0.600000
"SEBASTIAN PAUL",1,0.100000
"Calvin Harris,Disciples",1,0.100000
"Illy",5,0.500000
"Austin Mahone,Pitbull",1,0.100000
"Louis Tomlinson,Bebe Rexha,Digital Farm Animals",2,0.200000
"ZAYN,Sia",1,0.100000
"Crazy Town",2,0.200000
"Gym Class Heroes",1,0.100000
"The Lorax Singers,Jenny Slate,Betty White,Rob Riggle",2,0.200000
"Sean Paul,Alexis Jordan",1,0.100000
"Steve Earle",1,0.100000
"Cold Chisel",2,0.200000
"Kanye West,JAY-Z,Rick Ross,Nicki Minaj,Bon Iver",1,0.100000
"Eagle-Eye Cherry",3,0.300000
"No Doubt",7,0.700000
"Taylor Henderson",2,0.200000
"Scouting For Girls",2,0.200000
"The Vamps,Matoma",2,0.200000
"Oasis",7,0.700000
"Gorillaz,De La Soul",3,0.300000
"Garbage",2,0.200000
"Justin Timberlake",2,0.200000
"Kacey Musgraves",1,0.100000
"Eminem,Ed Sheeran",1,0.100000
"Dizzee Rascal,Calvin Harris,Chrom3",1,0.100000
"Kip Moore",1,0.100000
"Eminem,Nate Dogg",1,0.100000
"Calvin Harris,Kelis",1,0.100000
"Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Hollis,ScHoolboy Q",2,0.200000
"KYLE",1,0.100000
"MIKA",2,0.200000
"Gwen Stefani,Akon",2,0.200000
"Robinson",2,0.200000
"DNCE",3,0.300000
"AJR",1,0.100000
"Allday,Brady James",1,0.100000
"Olivia Rodrigo",37,3.700000
"Dua Lipa,DaBaby",1,0.100000
"Lil Nas X",3,0.300000
"Måneskin",2,0.200000
"Dayglow",1,0.100000
"Shakka",1,0.100000
"SZA",9,0.900000
"Zach Bryan",34,3.400000
"Baby Bash,Frankie J",2,0.200000
"Dragon",2,0.200000
"The J. Geils Band",1,0.100000
"Sage The Gemini,Merk & Kremont",1,0.100000
"A$AP Rocky,Rod Stewart,Miguel,Mark Ronson",2,0.200000
"USHER",2,0.200000
"Tai Verdes",2,0.200000
"Doja Cat",4,0.400000
"Ed Sheeran,Cardi B,Camila Cabello,Cheat Codes",1,0.100000
"P!nk,Willow Sage Hart",1,0.100000
"Powderfinger",3,0.300000
"Shakira,Wyclef Jean",2,0.200000
"Christina Aguilera",1,0.100000
"Jack Harlow,jetsonmade",1,0.100000
"Tom Grennan",1,0.100000
"Rick Springfield",2,0.200000
"Justin Bieber,Jaden",1,0.100000
"Chiddy Bang,Icona Pop",2,0.200000
"Ed Sheeran",7,0.700000
"G-Eazy,Bebe Rexha",2,0.200000
"Kanye West,Rick Ross",2,0.200000
"Black Eyed Peas,J Balvin,Jaden",1,0.100000
"Little Mix,Jason Derulo",1,0.100000
"Spiderbait",2,0.200000
"Gym Class Heroes,Neon Hitch",2,0.200000
"Melanie Martinez",1,0.100000
"Claire Rosinkranz",1,0.100000
"Finger Eleven",3,0.300000
"Nessa Barrett",1,0.100000
"Santigold",1,0.100000
"Vigiland,Alexander Tidebrink",1,0.100000
"Kiiara",2,0.200000
"Common Kings",1,0.100000
"Spacey Jane",8,0.800000
"Anne-Marie",1,0.100000
"Ross Lynch",1,0.100000
"Madonna,Justin Timberlake,Timbaland",2,0.200000
"The Rare Occasions",1,0.100000
"Lily Allen",3,0.300000
"The Temper Trap",3,0.300000
"AnnenMayKantereit,Giant Rooks",1,0.100000
"RÜFÜS DU SOL",4,0.400000
"The Backseat Lovers",1,0.100000
"Counting Crows,Vanessa Carlton",2,0.200000
"Matchbox Twenty",5,0.500000
"X-Terra",1,0.100000
"Meat Loaf",1,0.100000
"Macklemore,Tones And I",2,0.200000
"Paul Simon",2,0.200000
"Don Williams",1,0.100000
"Tom T. Hall",1,0.100000
"B.B. King,Tracy Chapman",1,0.100000
"Elvis Presley",1,0.100000
"Marc Cohn",1,0.100000
"Tyler Childers,OurVinyl",2,0.200000
"Merle Haggard",1,0.100000
