playlist a,playlist b,common tracks, unique tracks
"18. best_roadtrip_playlist_of_all_time","17. 70s_80s_90s_road_trip_jams",21,879
"18. best_roadtrip_playlist_of_all_time","24. conic_songs_for_car_rides",26,931
"18. best_roadtrip_playlist_of_all_time","9. road_trip_jams",10,918
"6. road-trip (meghan)","5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)",15,562
"6. road-trip (meghan)","20. lets_go_girls_-_a_road_trip_playlist",4,359
"6. road-trip (meghan)","13. road_trip (Mackie)",15,632
"6. road-trip (meghan)","16. fun_road_trip_bangers",36,1455
"6. road-trip (meghan)","23. roadtrip_bangers",26,758
"6. road-trip (meghan)","14. road-trip (maleena)",6,690
"6. road-trip (meghan)","19. 2000s-2010s_roadtrip_songs",11,487
"6. road-trip (meghan)","17. 70s_80s_90s_road_trip_jams",5,435
"6. road-trip (meghan)","24. conic_songs_for_car_rides",17,473
"6. road-trip (meghan)","9. road_trip_jams",4,454
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","20. lets_go_girls_-_a_road_trip_playlist",9,443
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","13. road_trip (Mackie)",29,698
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","16. fun_road_trip_bangers",90,1441
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","23. roadtrip_bangers",96,712
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","14. road-trip (maleena)",11,774
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","19. 2000s-2010s_roadtrip_songs",85,433
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","17. 70s_80s_90s_road_trip_jams",1,537
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","24. conic_songs_for_car_rides",99,403
"5. the_ultimate_roadtrip_playlist_ (Machine Gun Kevin)","9. road_trip_jams",36,484
"20. lets_go_girls_-_a_road_trip_playlist","13. road_trip (Mackie)",7,517
"20. lets_go_girls_-_a_road_trip_playlist","16. fun_road_trip_bangers",51,1294
"20. lets_go_girls_-_a_road_trip_playlist","23. roadtrip_bangers",23,633
"20. lets_go_girls_-_a_road_trip_playlist","14. road-trip (maleena)",1,569
"20. lets_go_girls_-_a_road_trip_playlist","19. 2000s-2010s_roadtrip_songs",20,338
"20. lets_go_girls_-_a_road_trip_playlist","17. 70s_80s_90s_road_trip_jams",11,292
"20. lets_go_girls_-_a_road_trip_playlist","24. conic_songs_for_car_rides",8,360
"20. lets_go_girls_-_a_road_trip_playlist","9. road_trip_jams",19,293
"13. road_trip (Mackie)","16. fun_road_trip_bangers",54,1583
"13. road_trip (Mackie)","23. roadtrip_bangers",32,910
"13. road_trip (Mackie)","14. road-trip (maleena)",21,824
"13. road_trip (Mackie)","19. 2000s-2010s_roadtrip_songs",33,607
"13. road_trip (Mackie)","17. 70s_80s_90s_road_trip_jams",6,597
"13. road_trip (Mackie)","24. conic_songs_for_car_rides",32,607
"13. road_trip (Mackie)","9. road_trip_jams",22,582
"16. fun_road_trip_bangers","23. roadtrip_bangers",166,1507
"16. fun_road_trip_bangers","14. road-trip (maleena)",11,1709
"16. fun_road_trip_bangers","19. 2000s-2010s_roadtrip_songs",106,1326
"16. fun_road_trip_bangers","17. 70s_80s_90s_road_trip_jams",50,1374
"16. fun_road_trip_bangers","24. conic_songs_for_car_rides",94,1348
"16. fun_road_trip_bangers","9. road_trip_jams",60,1371
"23. roadtrip_bangers","14. road-trip (maleena)",20,974
"23. roadtrip_bangers","19. 2000s-2010s_roadtrip_songs",111,599
"23. roadtrip_bangers","17. 70s_80s_90s_road_trip_jams",56,645
"23. roadtrip_bangers","24. conic_songs_for_car_rides",101,617
"23. roadtrip_bangers","9. road_trip_jams",44,686
"14. road-trip (maleena)","19. 2000s-2010s_roadtrip_songs",14,685
"14. road-trip (maleena)","17. 70s_80s_90s_road_trip_jams",1,647
"14. road-trip (maleena)","24. conic_songs_for_car_rides",20,671
"14. road-trip (maleena)","9. road_trip_jams",10,646
"19. 2000s-2010s_roadtrip_songs","17. 70s_80s_90s_road_trip_jams",7,442
"19. 2000s-2010s_roadtrip_songs","24. conic_songs_for_car_rides",89,340
"19. 2000s-2010s_roadtrip_songs","9. road_trip_jams",48,377
"17. 70s_80s_90s_road_trip_jams","24. conic_songs_for_car_rides",1,452
"17. 70s_80s_90s_road_trip_jams","9. road_trip_jams",14,381
"24. conic_songs_for_car_rides","9. road_trip_jams",32,407
