tracks,occurrence,freqency
"Atomic Playboys",1,0.066667
"Pink Rover",2,0.133333
"99 Luftballons",2,0.133333
"Mz. Hyde",1,0.066667
"Nice Guys",1,0.066667
"Barbie Girl",7,0.466667
"Radioactive",5,0.333333
"I Eat Boys",1,0.066667
"Enola Gay",3,0.200000
"Bang Bang",1,0.066667
"Baby Says",1,0.066667
"Deceptacon",1,0.066667
"Nobody Asked Me (If I Was Okay)",2,0.133333
"DARE",1,0.066667
"Kill V. Maim",2,0.133333
"We Appreciate Power",1,0.066667
"Civilization (Bongo, Bongo, Bongo) - Single Version",1,0.066667
"Smile",1,0.066667
"Nuclear Seasons",1,0.066667
"Gorgeous Gorgeous Girls",1,0.066667
"Purge The Poison",1,0.066667
"murder party",1,0.066667
"Devil's Advocate",1,0.066667
"Little Girl Gone",1,0.066667
"Atom Bomb",1,0.066667
"Sue Me",1,0.066667
"Radium Eyes - GH2",1,0.066667
"The Gates of Disorder",1,0.066667
"A Little Bit Dangerous",1,0.066667
"Just A Girl",2,0.133333
"Walking On The Moon",1,0.066667
"Breakfast",2,0.133333
"Bubblegum Bitch",2,0.133333
"Sparks Fly",1,0.066667
"She's Got Everything - Mono Mix",1,0.066667
"As the World Caves In",2,0.133333
"Time Is Up",1,0.066667
"WHISTLE",1,0.066667
"Speed Drive (From Barbie The Album)",6,0.400000
"Power Play",1,0.066667
"Blitzkrieg Bop - 2016 Remaster",1,0.066667
"In A Minute",1,0.066667
"Bombshell",1,0.066667
"2 Minutes to Midnight",1,0.066667
"Off The Ground",1,0.066667
"We Didn't Start the Fire",1,0.066667
"Gay Bar",1,0.066667
"The Future's So Bright, I Gotta Wear Shades",2,0.133333
"Venus Fly Trap",1,0.066667
"I Love It (feat. Charli XCX) - I Don’t Care 2022 Re-Edit",1,0.066667
"Black Sheep - Brie Larson Vocal Version",1,0.066667
"No Man's Land (feat. Grimes)",1,0.066667
"It's Raining Men",2,0.133333
"This Hell",2,0.133333
"Going Nuclear",1,0.066667
"Le Disko",1,0.066667
"Hit Me Like A Man",1,0.066667
"Killer Queen - Remastered 2011",2,0.133333
"Pink Sunshine",1,0.066667
"Sleep Walk",1,0.066667
"Destruction",1,0.066667
"Bombora",1,0.066667
"STFU!",1,0.066667
"Celebrity Skin",1,0.066667
"Oppenheimer",1,0.066667
"Hot Stuff",3,0.200000
"Chain Reaction",1,0.066667
"Tick Tick Boom",1,0.066667
"SOS",2,0.133333
"I Don't Want To Set The World On Fire",3,0.200000
"Burning Love",1,0.066667
"A Mushroom Cloud",1,0.066667
"Atomic Cocktail",2,0.133333
"Just the Two of Us (feat. Bill Withers)",1,0.066667
"The Final Countdown",1,0.066667
"Rainbow In The Dark",1,0.066667
"Chick Habit (From Death Proof)",1,0.066667
"Girl Anachronism",1,0.066667
"Oh No!",1,0.066667
"Sexbomb",1,0.066667
"Fall Out",1,0.066667
"Warning",2,0.133333
"Boom, Boom, Boom, Boom!!",1,0.066667
"La Bomba",1,0.066667
"High Horse",1,0.066667
"Everybody Wants To Rule The World",2,0.133333
"New Americana",1,0.066667
"All Through the Night",1,0.066667
"4 Minutes (feat. Justin Timberlake & Timbaland)",2,0.133333
"Funhouse",1,0.066667
"Primadonna",4,0.266667
"Savages",1,0.066667
"Firework",1,0.066667
"Fujiyama Mama - Remastered",2,0.133333
"Teen Idle",1,0.066667
"The Radiance",1,0.066667
"Bust Your Knee Caps - Johnny Don't Leave Me",1,0.066667
"Zombie",1,0.066667
"Lolita",1,0.066667
"We Got the Noise",1,0.066667
"BSC",1,0.066667
"Boom Clap",1,0.066667
"Not Your Kind of People",1,0.066667
"Mad World",2,0.133333
"Girl on Fire",1,0.066667
"Barbenheimer",1,0.066667
"I Melt with You",3,0.200000
"Dance The Night - From Barbie The Album",8,0.533333
"yoga",1,0.066667
"Dub Be Good to Me",1,0.066667
"Barbie Tingz",3,0.200000
"Dolls Kill - feat. ELLE TERESA　Tokyo Girls Anthem Remastered",1,0.066667
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",1,0.066667
"Till the World Ends",1,0.066667
"Paris Is Burning",1,0.066667
"XXXO",1,0.066667
"Under the Bridge",1,0.066667
"Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)",1,0.066667
"It's A Disaster",1,0.066667
"Can't Get Blue Monday out of My Head",1,0.066667
"Comfortably Numb",1,0.066667
"Enola Gay - Remastered 2003",1,0.066667
"Grigio Girls",1,0.066667
"Welcome To Japan",1,0.066667
"Lucky",1,0.066667
"That Joke Isn't Funny Anymore",1,0.066667
"S&M",3,0.200000
"Wave Of Mutilation",1,0.066667
"good 4 u",2,0.133333
"Bang Bang Bang Bang",1,0.066667
"detonate",2,0.133333
"Eleanor Rigby",2,0.133333
"Boy's a liar Pt. 2",4,0.266667
"I'm So Tired",1,0.066667
"Marechià",1,0.066667
"American Boy",3,0.200000
"I'm Not In Love",1,0.066667
"I Want You Back",1,0.066667
"War Pigs",1,0.066667
"Honey, Honey",1,0.066667
"Jackie Down The Line",1,0.066667
"Video Killed The Radio Star",1,0.066667
"Daydream",1,0.066667
"Idioteque",1,0.066667
"Sweet About Me",1,0.066667
"Tattattira",1,0.066667
"High and Dry",1,0.066667
"What the Hell",1,0.066667
"i know nothing",1,0.066667
"Tormenta (feat. Bad Bunny)",1,0.066667
"Little Dark Age",1,0.066667
"Paper Rings",1,0.066667
"Sometimes",1,0.066667
"the stage",1,0.066667
"Brianstorm",1,0.066667
"In My Dreams",1,0.066667
"Ode To The Mets",1,0.066667
"Sirvia",1,0.066667
"I Dreamed I Dream",1,0.066667
"Near DT, MI",1,0.066667
"Chanel",1,0.066667
"Almost Blue",1,0.066667
"Sunshine, Lollipops And Rainbows",1,0.066667
"Nuclear",2,0.133333
"Break It Off",1,0.066667
"Burn",1,0.066667
"Fiamme negli occhi",1,0.066667
"Sincer (feat. Lele Blade & Icy Subzero)",1,0.066667
"Siberia",1,0.066667
"MYSTERY",1,0.066667
"Permanent Daylight",1,0.066667
"4:00A.M.",1,0.066667
"Perth",1,0.066667
"HEATED",1,0.066667
"Everlong",1,0.066667
"Be My Baby",1,0.066667
"The End",1,0.066667
"Manic Monday",1,0.066667
"You Can Say It Forever",1,0.066667
"Tvtb4e",1,0.066667
"Somethin' Stupid",1,0.066667
"Disturbia",1,0.066667
"BOOM",1,0.066667
"Silk Chiffon",2,0.133333
"How to Save a Life",1,0.066667
"Girls Just Want to Have Fun",6,0.400000
"Nutshell",1,0.066667
"Reckless Serenade",1,0.066667
"Far l'amore - Club Mix",1,0.066667
"Amygdala",1,0.066667
"Bomba O Non Bomba",1,0.066667
"T'appartengo",1,0.066667
"Valvonauta",1,0.066667
"Prumesse - Deborah De Luca Remix",1,0.066667
"Fossi Figo",1,0.066667
"The Lovecats",1,0.066667
"Lazarus",1,0.066667
"The Jean Genie - 2013 Remaster",1,0.066667
"Where Is My Mind?",2,0.133333
"Ain't It Fun",1,0.066667
"Prophecies",1,0.066667
"Ma Betty Boop A Moi",1,0.066667
"Cosa rimane",1,0.066667
"Hallucinate",1,0.066667
"Six Shooter",1,0.066667
"Midnight City",1,0.066667
"Sunday Morning",1,0.066667
"Triangolo",1,0.066667
"All Of The People",1,0.066667
"Attention",1,0.066667
"Bending Hectic",1,0.066667
"Looking at Your Pager",1,0.066667
"The Times They Are A-Changin'",1,0.066667
"Pretty Woman",1,0.066667
"Age of Anxiety I",1,0.066667
"Voltagabbana",1,0.066667
"Cielo Super Acceso",1,0.066667
"why you gotta kick me when i'm down?",1,0.066667
"Killing Me",1,0.066667
"Catalonia",1,0.066667
"Jenny",1,0.066667
"Mona Lisa (Spider-Man: Across the Spider-Verse)",1,0.066667
"Why",1,0.066667
"Walls Could Talk",2,0.133333
"Hero",1,0.066667
"U.G.L.Y.",1,0.066667
"wonder if she loves me",1,0.066667
"Coast (feat. Anderson .Paak)",1,0.066667
"It Is What It Is",2,0.133333
"Fast & Slow",1,0.066667
"Text Me In The Morning",1,0.066667
"only wanna dance",1,0.066667
"Life's Too Short",1,0.066667
"Gene Kelly",1,0.066667
"1990something",1,0.066667
"10x Stronger",1,0.066667
"Love Lost",1,0.066667
"sail away",1,0.066667
"Tainted Love",1,0.066667
"Accidentally In Love",1,0.066667
"Sweet Talk",1,0.066667
"3005",1,0.066667
"Everybody's Lonely",1,0.066667
"My Own Worst Enemy",1,0.066667
"D.A.N.C.E - Radio Edit",1,0.066667
"sun keeps on shining",1,0.066667
"Solar Power - Spotify Singles",1,0.066667
"sunburn",1,0.066667
"edamame",1,0.066667
"Heat Waves (with iann dior)",1,0.066667
"You Belong With Me (Taylor’s Version)",1,0.066667
"Smiley Faces",1,0.066667
"Crazy",1,0.066667
"family ties (with Kendrick Lamar)",1,0.066667
"Nobody Knows",1,0.066667
"American Girl",1,0.066667
"The Boys Are Back In Town",1,0.066667
"Peace of Mind",1,0.066667
"I'm a Believer - 2006 Remaster",1,0.066667
"Lonely Boy",1,0.066667
"Jerk It Out",1,0.066667
"Sex on Fire",1,0.066667
"When You Were Young",1,0.066667
"Somebody Told Me",2,0.133333
"Kids",1,0.066667
"Jet Airliner",1,0.066667
"Ride",1,0.066667
"Feeling Alive",1,0.066667
"Need Your Love",1,0.066667
"Here's The Thing",1,0.066667
"Good In Bed",1,0.066667
"Green Green Grass",1,0.066667
"12 Hours",1,0.066667
"Mrs. Hollywood",1,0.066667
"Joy",1,0.066667
"Liar Liar (Feat. Bastille)",1,0.066667
"Lola (Bonus Track)",1,0.066667
"Anna Sun",1,0.066667
"Thelma + Louise",1,0.066667
"i’m sorry",1,0.066667
"Curls In The Wind",1,0.066667
"No Hands (feat. Roscoe Dash & Wale)",3,0.200000
"Hurts Me",2,0.133333
"HONEST",1,0.066667
"bad idea right?",2,0.133333
"all-american bitch",1,0.066667
"Hey Blondie (From Barbie The Album)",1,0.066667
"Sweet Dreams (Are Made of This) - 2005 Remaster",1,0.066667
"HVY MTL DRMR",1,0.066667
"Body Talks (feat. Kesha)",1,0.066667
"Beverly Blues",1,0.066667
"Life Itself",1,0.066667
"Cubicle (Never See Me)",1,0.066667
"Perfect Day - Chris Lord Alge Mix",2,0.133333
"Everything In Its Right Place",1,0.066667
"Levitating",2,0.133333
"Something In The Way",1,0.066667
"We Are Born When We Die",1,0.066667
"Oops!...I Did It Again",3,0.200000
"Goodbye (with Soap & Skin)",1,0.066667
"Material Girl",3,0.200000
"If I Had A Heart",1,0.066667
"The Dolphins",1,0.066667
"Love Me Like You",1,0.066667
"When It's Cold I'd Like to Die",1,0.066667
"Malibu",2,0.133333
"O Children",1,0.066667
"Cut To The Feeling",2,0.133333
"Barbie World (with Aqua) [From Barbie The Album]",3,0.200000
"Super Freaky Girl",3,0.200000
"Paint The Town Red",4,0.266667
"Sugar, We're Goin Down",1,0.066667
"Still into You",1,0.066667
"The New Workout Plan",1,0.066667
"Feather",1,0.066667
"Just That Girl",1,0.066667
"Midnight Sky",1,0.066667
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",1,0.066667
"Don't",1,0.066667
"Temptation (feat. Poppy Baskcomb)",1,0.066667
"WHERE SHE GOES",1,0.066667
"The Less I Know The Better",1,0.066667
"Knee Socks",1,0.066667
"COMO UN BEBÉ",1,0.066667
"Surround Sound (feat. 21 Savage & Baby Tate)",1,0.066667
"On My Mind",2,0.133333
"Do It To It",1,0.066667
"Somebody's Watching Me",1,0.066667
"Thong Song",1,0.066667
"Stay Fly",1,0.066667
"Kill Bill",1,0.066667
"Maneater",3,0.200000
"Shut Up And Drive",2,0.133333
"F2F",1,0.066667
"The Sweet Escape",2,0.133333
"Rock Your Body",2,0.133333
"My Love (feat. T.I.)",1,0.066667
"The Weekend - Funk Wav Remix",1,0.066667
"Summer Love",1,0.066667
"SexyBack (feat. Timbaland)",2,0.133333
"Save Your Tears (with Ariana Grande) (Remix)",1,0.066667
"Hot In Herre",3,0.200000
"Don't Stop The Music",2,0.133333
"Only Girl (In The World)",2,0.133333
"Umbrella",2,0.133333
"Teenage Dream",1,0.066667
"Last Friday Night (T.G.I.F.)",2,0.133333
"Part Of Me",1,0.066667
"Die Young",1,0.066667
"Good Time",1,0.066667
"Hips Don't Lie (feat. Wyclef Jean)",4,0.266667
"I Know You Want Me (Calle Ocho)",1,0.066667
"Get Busy",3,0.200000
"Temperature",3,0.200000
"Move Ya Body",1,0.066667
"Gasolina",2,0.133333
"get him back!",1,0.066667
"love is embarrassing",1,0.066667
"Reality In Motion",1,0.066667
"Hotel Room Service",3,0.200000
"Hey Baby (Drop It to the Floor) (feat. T-Pain)",2,0.133333
"Sexy Chick (feat. Akon)",1,0.066667
"You Make Me Feel... (feat. Sabi)",2,0.133333
"C'Mon",1,0.066667
"Oye Mi Canto",1,0.066667
"Culo",1,0.066667
"The Way I Are",3,0.200000
"Where Them Girls At (feat. Nicki Minaj & Flo Rida)",3,0.200000
"Give It To Me",1,0.066667
"Give It Up to Me",1,0.066667
"Pon De Replay - Remix",1,0.066667
"Club Can't Handle Me (feat. David Guetta)",3,0.200000
"TiK ToK",2,0.133333
"Red Ruby Da Sleeze",1,0.066667
"Low",1,0.066667
"The Spins",3,0.200000
"Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack",3,0.200000
"Voulez-Vous - From 'Mamma Mia!' Original Motion Picture Soundtrack",2,0.133333
"Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack",1,0.066667
"L.A.LOVE (la la) [feat. YG]",1,0.066667
"On The Floor",2,0.133333
"Scream & Shout",1,0.066667
"Heartless",2,0.133333
"Work Out",1,0.066667
"No Role Modelz",1,0.066667
"This Could Be Us",1,0.066667
"Come Get Her",1,0.066667
"Wet Dreamz",1,0.066667
"Kiss Me Thru The Phone",2,0.133333
"Ms. Jackson",1,0.066667
"Hey Ya!",2,0.133333
"Let's Get It Started - Spike Mix",1,0.066667
"No Scrubs",2,0.133333
"Bills, Bills, Bills",1,0.066667
"Just Wanna Rock",2,0.133333
"Ain't Shit",1,0.066667
"Rules",1,0.066667
"Tia Tamera (feat. Rico Nasty)",2,0.133333
"In The Party",1,0.066667
"Beef FloMix",1,0.066667
"May I",1,0.066667
"Need to Know",1,0.066667
"Woman",3,0.200000
"Empire State Of Mind",2,0.133333
"Jumpin', Jumpin'",1,0.066667
"Before He Cheats",3,0.200000
"Bound 2",1,0.066667
"Bejeweled",2,0.133333
"Players - DJ Smallz 732 - Jersey Club Remix",1,0.066667
"New Romantics",1,0.066667
"505",1,0.066667
"34+35",1,0.066667
"La Romana",2,0.133333
"Tití Me Preguntó",3,0.200000
"Me Porto Bonito",2,0.133333
"DÁKITI",2,0.133333
"Después de la Playa",2,0.133333
"El Apagón",1,0.066667
"La Mamá de la Mamá",1,0.066667
"La Jumpa",1,0.066667
"Mi Gente",4,0.266667
"I Like It",2,0.133333
"Calabria 2007 (feat. Natasja) - Radio Edit",1,0.066667
"SIMPLY THE BEST",1,0.066667
"Pepas",3,0.200000
"El Incomprendido",1,0.066667
"Rompe",1,0.066667
"Latch",1,0.066667
"Feel So Close - Radio Edit",1,0.066667
"motive (with Doja Cat)",1,0.066667
"Habits (Stay High) - Oliver Nelson Remix",1,0.066667
"You Little Beauty",1,0.066667
"DAYLIGHT",1,0.066667
"Belly Dancer",1,0.066667
"Afraid To Feel - David Guetta & Dyro Remix",1,0.066667
"Rover (feat. DTG) - Joel Corry Remix",1,0.066667
"Ferrari",1,0.066667
"Rainfall (Praise You) - Nathan Dawe Remix",1,0.066667
"Giving Me",1,0.066667
"The Voodoo Babe",1,0.066667
"Bulletproof",2,0.133333
"Smooth Operator - Keejay Freak Deep House Version",2,0.133333
"Angel",2,0.133333
"Stayin' Alive - From Saturday Night Fever Soundtrack",3,0.200000
"Starships",4,0.266667
"September",2,0.133333
"Girls",1,0.066667
"If You’re Too Shy (Let Me Know) - Edit",1,0.066667
"Barbie Dreams",1,0.066667
"Promiscuous",4,0.266667
"I Kissed A Girl",1,0.066667
"In Da Getto",2,0.133333
"Baby Got Back",1,0.066667
"WATATI (feat. Aldo Ranks) [From Barbie The Album]",1,0.066667
"Speed Drive",1,0.066667
"Dance The Night",3,0.200000
"Imma Be",1,0.066667
"Champagne Shit",1,0.066667
"Hot In It (feat. Charli XCX)",1,0.066667
"Freek-A-Leek",1,0.066667
"SHAKE SUMN",1,0.066667
"BIZCOCHITO",1,0.066667
"Shake That",1,0.066667
"Keep Dat Nigga",1,0.066667
"My Chick Bad",1,0.066667
"Thot Shit",2,0.133333
"Time of Our Lives",2,0.133333
"International Love (feat. Chris Brown)",2,0.133333
"CUFF IT",1,0.066667
"AMERICA HAS A PROBLEM (feat. Kendrick Lamar)",1,0.066667
"Less Than Zero",1,0.066667
"How Do I Make You Love Me?",1,0.066667
"Moth To A Flame (with The Weeknd)",1,0.066667
"Girls in the Hood",2,0.133333
"Potential Breakup Song",4,0.266667
"Ready or Not",1,0.066667
"Hurricane",1,0.066667
"Gimme More",3,0.200000
"Fire Burning",2,0.133333
"Angel (From Barbie The Album)",1,0.066667
"Super Bass",2,0.133333
"Low (feat. T-Pain)",1,0.066667
"I Love It (feat. Charli XCX)",1,0.066667
"Just Dance",1,0.066667
"I Knew You Were Trouble (Taylor's Version)",1,0.066667
"I'm Good (Blue)",2,0.133333
"Dior",1,0.066667
"La Mamá de la Mamá (feat. El Cherry Scom)",1,0.066667
"Like A G6",2,0.133333
"Purple Hat",1,0.066667
"Cola - Sped Up Version",1,0.066667
"Flashing Lights - Remix",1,0.066667
"Ritmação da Putaria",1,0.066667
"Barbie World (with Aqua)",3,0.200000
"Yeah! (feat. Lil Jon & Ludacris)",2,0.133333
"Ella Baila Sola",1,0.066667
"My House",2,0.133333
"Bad Girls",1,0.066667
"Everytime We Touch",2,0.133333
"Can't Hold Us (feat. Ray Dalton)",2,0.133333
"4 Minutes (feat. Justin Timberlake and Timbaland)",1,0.066667
"Vamp Anthem",1,0.066667
"Heads Will Roll - A-Trak Remix Radio Edit",2,0.133333
"HIGHEST IN THE ROOM",1,0.066667
"Goosebumps - Remix",1,0.066667
"Pursuit Of Happiness (Nightmare)",1,0.066667
"Rush",3,0.200000
"Freed From Desire - Jen Payne & CAMPS Remix",1,0.066667
"Calabria 2008",1,0.066667
"Makeba - Ian Asher Remix",1,0.066667
"Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit",1,0.066667
"I Gotta Feeling",2,0.133333
"Te Boté - Remix",2,0.133333
"Can't Get You out of My Head",2,0.133333
"Gimme Gimme - Club Mix",1,0.066667
"Dancing Queen",2,0.133333
"Shots",2,0.133333
"Talk Dirty (feat. 2 Chainz)",1,0.066667
"Money In The Grave (Drake ft. Rick Ross)",2,0.133333
"Pump It Up",2,0.133333
"Pound The Alarm",1,0.066667
"Plain Jane REMIX (feat. Nicki Minaj)",1,0.066667
"Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix",1,0.066667
"Love Story (Taylor’s Version)",1,0.066667
"Yo Perreo Sola",1,0.066667
"Wake Up in the Sky",1,0.066667
"Hello",1,0.066667
"She Wolf",2,0.133333
"Stereo Love",1,0.066667
"SAOKO",1,0.066667
"Prada",1,0.066667
"HUMBLE.",1,0.066667
"Dientes",1,0.066667
"WATATI (feat. Aldo Ranks)",2,0.133333
"Faneto",1,0.066667
"Panoramic (feat. Sage The Gemini, Show Banga)",1,0.066667
"Mo Bamba",1,0.066667
"Freak Hoe",2,0.133333
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",1,0.066667
"Look Alive (feat. Drake)",1,0.066667
"Ayy Ladies (feat. Tyga)",1,0.066667
"Gas Pedal",1,0.066667
"Red Nose",1,0.066667
"Dreams and Nightmares",1,0.066667
"Pretty Boy Swag",1,0.066667
"Bring It Back",1,0.066667
"First Day Out",1,0.066667
"Yiken (Certified)",1,0.066667
"Love Sosa",1,0.066667
"Rake It Up (feat. Nicki Minaj)",1,0.066667
"Teach Me How to Dougie",1,0.066667
"Disco Inferno",1,0.066667
"Fight Night",1,0.066667
"Black Skinhead",1,0.066667
"Ni**as In Paris",2,0.133333
"POWER",1,0.066667
"I Don't Fuck With You",1,0.066667
"JERSEY ANNIVERSARY AYE BAY BAY",1,0.066667
"Dance (A$$) Remix",1,0.066667
"Best I Ever Had",1,0.066667
"Yes Indeed",1,0.066667
"Way 2 Sexy (with Future & Young Thug)",1,0.066667
"My Type",1,0.066667
"Right Above It",1,0.066667
"Ballin' (with Roddy Ricch)",1,0.066667
"Suge",1,0.066667
"Ayo",1,0.066667
"Hate Bein' Sober",1,0.066667
"Swag Surfin'",1,0.066667
"Laffy Taffy",1,0.066667
"The Motto",1,0.066667
"6 Foot 7 Foot",1,0.066667
"Praise The Lord (Da Shine) (feat. Skepta)",1,0.066667
"Super Gremlin",1,0.066667
"Booty Me Down",1,0.066667
"Homecoming",1,0.066667
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",2,0.133333
"Rack City",1,0.066667
"Don't Tell 'Em",1,0.066667
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",1,0.066667
"Mercy",1,0.066667
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",1,0.066667
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",1,0.066667
"Love Me",1,0.066667
"Forever",1,0.066667
"Get Low",1,0.066667
"Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)",1,0.066667
"Wavy (feat. Joe Moses)",1,0.066667
"Flex (Ooh, Ooh, Ooh)",1,0.066667
"Pop That",1,0.066667
"Slum Anthem",1,0.066667
"Love$ick (feat. A$AP Rocky)",1,0.066667
"Main Chick (feat. Chris Brown)",2,0.133333
"MIA (feat. Drake)",2,0.133333
"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",1,0.066667
"Shake, Pt. 2",1,0.066667
"Enemy x Jersey Club Drill",1,0.066667
"HeadBand (feat. 2 Chainz)",1,0.066667
"Money Longer",1,0.066667
"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",1,0.066667
"Knife Talk (with 21 Savage ft. Project Pat)",1,0.066667
"Why You Always Hatin?",1,0.066667
"Suavemente",1,0.066667
"Bottoms Up (feat. Nicki Minaj)",1,0.066667
"Rasputin",1,0.066667
"Ritmo",1,0.066667
"OUT OUT (feat. Charli XCX & Saweetie)",1,0.066667
"Gimme Gimme Gimme (a man after midnight) - Club Mix",1,0.066667
"Memories (feat. Kid Cudi) - 2021 Remix",1,0.066667
"Booty",1,0.066667
"Fuck It up Challenge",1,0.066667
"Want Her",1,0.066667
"Bruk Off Yuh Back",1,0.066667
"Joro",1,0.066667
"Up Down (Do This All Day) (feat. B.o.B)",2,0.133333
"Trophies",1,0.066667
"Tipsy - Club Mix",1,0.066667
"Drunk in Love Remix (feat. JAY-Z & Kanye West)",1,0.066667
"Whatever You Like",1,0.066667
"Jordan Belfort",1,0.066667
"Make No Sense",1,0.066667
"No Flockin'",1,0.066667
"Wobble",1,0.066667
"China",1,0.066667
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,0.066667
"abcdefu",1,0.066667
"Head & Heart (feat. MNEK) - Tiësto Remix",1,0.066667
"Wasted",2,0.133333
"What's My Name?",1,0.066667
"OMG (feat. will.i.am)",1,0.066667
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2,0.133333
"Sexy Bitch (feat. Akon)",2,0.133333
"Give Me Everything (feat. Nayer)",1,0.066667
"Pure Water (with Migos)",1,0.066667
"Plain Jane",1,0.066667
"MotorSport",1,0.066667
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",1,0.066667
"Unforgettable",1,0.066667
"Everyday We Lit (feat. PnB Rock)",1,0.066667
"Young, Wild & Free (feat. Bruno Mars)",1,0.066667
"Hot N*gga",1,0.066667
"Murder On The Dancefloor",1,0.066667
"Rich Baby Daddy (feat. Sexyy Red & SZA)",1,0.066667
"Looking For The Hoes (Ain’t My Fault)",1,0.066667
"We Found Love",3,0.200000
"Kiss Me More (feat. SZA)",1,0.066667
"Lean On",1,0.066667
"One Kiss (with Dua Lipa)",1,0.066667
"Party Rock Anthem",1,0.066667
"Timber",1,0.066667
"DJ Got Us Fallin' In Love (feat. Pitbull)",1,0.066667
"Levitating (feat. DaBaby)",2,0.133333
"Love Tonight (David Guetta Remix Edit)",1,0.066667
"NO BYSTANDERS",1,0.066667
"Danza Kuduro",1,0.066667
"goosebumps",1,0.066667
"Memories (feat. Kid Cudi)",2,0.133333
"I Cry",1,0.066667
"Sweet Nothing (feat. Florence Welch)",1,0.066667
"Going Bad (feat. Drake)",1,0.066667
"Passionfruit",1,0.066667
"Good Feeling",1,0.066667
"Mr. Brightside",1,0.066667
"First Class",1,0.066667
"The Show Goes On",1,0.066667
"I Love It",2,0.133333
"Cotton Eye Joe",1,0.066667
"All Night Longer REMIX (feat. B.o.B)",1,0.066667
"Life Is A Highway",1,0.066667
"Illusion",1,0.066667
"CARNIVAL",1,0.066667
