tracks,occurrence,freqency
"Lucy In The Sky With Diamonds - Remastered 2009",1,0.038462
"Narcissist",1,0.038462
"Give Me Love",2,0.076923
"Let It Go",2,0.076923
"Call Me",2,0.076923
"Who Knew - Edit",1,0.038462
"F**kin' Perfect - Radio Edit",1,0.038462
"fuck, i'm lonely",2,0.076923
"Open Your Heart",1,0.038462
"(I Just) Died In Your Arms",3,0.115385
"I Still Haven't Found What I'm Looking For",3,0.115385
"Alone",2,0.076923
"Missing You",1,0.038462
"Fall Little Wendy Bird Fall",1,0.038462
"Don't Cry for your Daughters Eve",1,0.038462
"Rule the Quiet",1,0.038462
"So This is Love? (Cinderella's Villain Song)",1,0.038462
"Devil 'fore the Fall",1,0.038462
"Holding out for a Hero",1,0.038462
"What else can I do? (Isabelas Villain Song)",1,0.038462
"Tale as Old as Time (Belles Villain Song)",1,0.038462
"Journey to the Past (Anastasia's Villain Song)",1,0.038462
"Take Me To Church",2,0.076923
"Vampire",1,0.038462
"Touch the Sky (Merida's Villain Song)",1,0.038462
"How Far I'll Go (Moanas Villain Song)",1,0.038462
"Into the Unknown (Elsa's Villain Song)",1,0.038462
"Tainted Love",1,0.038462
"You Shook Me All Night Long",2,0.076923
"T.N.T.",2,0.076923
"Dance Again",1,0.038462
"Can't Feel My Face",2,0.076923
"Finesse - Remix; feat. Cardi B",2,0.076923
"On The Floor",3,0.115385
"Fireball (feat. John Ryan)",2,0.076923
"Hey Brother",6,0.230769
"Scream",1,0.038462
"Love Me Again",4,0.153846
"Came Here for Love",1,0.038462
"Meant to Be (feat. Florida Georgia Line)",2,0.076923
"No Money",2,0.076923
"Higher Love",2,0.076923
"One Last Time",3,0.115385
"Hold My Hand",2,0.076923
"Never Forget You",2,0.076923
"Cheap Thrills",2,0.076923
"Titanium (feat. Sia)",3,0.115385
"Without You (feat. Usher)",4,0.153846
"Can't Remember to Forget You (feat. Rihanna)",1,0.038462
"Come & Get It",1,0.038462
"Turn Me On (feat. Nicki Minaj)",2,0.076923
"Lean On",1,0.038462
"Break Free",3,0.115385
"Sugar (feat. Francesco Yates)",4,0.153846
"Till the World Ends",2,0.076923
"Too Good At Goodbyes",1,0.038462
"Call on Me - Radio Mix",2,0.076923
"Human",2,0.076923
"Blinding Lights",3,0.115385
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",1,0.038462
"Addicted To You",3,0.115385
"Scars To Your Beautiful",1,0.038462
"Centuries",1,0.038462
"Head & Heart (feat. MNEK)",2,0.076923
"Levels - Radio Edit",3,0.115385
"So Am I",1,0.038462
"Guess featuring billie eilish",1,0.038462
"What Happens Now?",1,0.038462
"Drown Me",1,0.038462
"Austin (Boots Stop Workin')",1,0.038462
"King of California",1,0.038462
"Talk of the Town",1,0.038462
"Even Cowboys Cry",1,0.038462
"Share This City",1,0.038462
"Finale Mash Up",1,0.038462
"What If I Shine",1,0.038462
"You Can Tell She's a Princess",1,0.038462
"I Drove All Night",2,0.076923
"Too Sweet",4,0.153846
"Disease",1,0.038462
"Beautiful Things",2,0.076923
"Knockin' Boots",1,0.038462
"River (feat. Ed Sheeran)",2,0.076923
"Drunk (And I Don't Wanna Go Home)",2,0.076923
"Fake ID (feat. Gretchen Wilson)",2,0.076923
"Joker And The Thief",1,0.038462
"Cold Hard Bitch",1,0.038462
"You're the Voice",1,0.038462
"Thunderstruck",4,0.153846
"New Sensation",1,0.038462
"Slice of Heaven",1,0.038462
"Wish You Well",1,0.038462
"Flame Trees - 2011 Remastered",2,0.076923
"Buses and Trains - Radio Edit",1,0.038462
"Am I Ever Gonna See Your Face Again",2,0.076923
"To Her Door",2,0.076923
"True Blue - 1986 Version",1,0.038462
"I Was Only 19 (A Walk in the Light Green)",1,0.038462
"Dumb Things",2,0.076923
"Calypso",3,0.115385
"Solid Rock - Remastered Version",1,0.038462
"Funky Town",1,0.038462
"Working Class Man - Remastered",1,0.038462
"Tip Of My Tongue",1,0.038462
"Tucker's Daughter",1,0.038462
"Pleasure And Pain",1,0.038462
"Reckless (Don't Be So...) - Remastered",1,0.038462
"April Sun in Cuba",1,0.038462
"Are You Old Enough",1,0.038462
"Suicide Blonde",1,0.038462
"The House of the Rising Sun",1,0.038462
"Diamantina Drover",1,0.038462
"Goodbye Blinky Bill",1,0.038462
"Rip Rip Woodchip",2,0.076923
"Galleries of Pink Galahs",1,0.038462
"Home Among the Gumtrees",1,0.038462
"Diggers of the Anzac (This Is Gallipoli)",1,0.038462
"River Crying Out",1,0.038462
"Big Bad Bushranger",2,0.076923
"Country Football",1,0.038462
"The Timbercutter",1,0.038462
"Kitchy Kitchy Koo",1,0.038462
"Old Man Emu",1,0.038462
"Station Cook",1,0.038462
"Dingo",1,0.038462
"Why They Call Him Sundown",1,0.038462
"Drovers Boy",1,0.038462
"Ancient Mountains",1,0.038462
"Charters Towers",1,0.038462
"Boogie with M' Baby",1,0.038462
"Special Girl",1,0.038462
"Forty Years Ago",1,0.038462
"Amazing Day",1,0.038462
"Longreach Is Praying",1,0.038462
"Bill the Cat",1,0.038462
"Shelter",2,0.076923
"Girls on the Avenue",1,0.038462
"Horror Movie",1,0.038462
"Walk Like an Egyptian",2,0.076923
"I'm On Fire",1,0.038462
"What Other People Say",2,0.076923
"Please Please Please (feat. Dolly Parton)",1,0.038462
"Walkin' After Midnight",1,0.038462
"Anxiety",2,0.076923
"Fabulous, Baby! - From Sister Act (2024 London Cast)",1,0.038462
"Don't You Worry 'Bout A Thing",1,0.038462
"I'm Still Standing",2,0.076923
"Hallelujah - From Sing Original Motion Picture Soundtrack",1,0.038462
"I Say A Little Prayer (with Pharrell Williams)",1,0.038462
"Set It All Free",1,0.038462
"Could Have Been Me",1,0.038462
"Break Free (with Nick Kroll)",1,0.038462
"Stuck In A Moment You Can't Get Out Of",1,0.038462
"Soy Yo - Sing 2 Mix",1,0.038462
"Thriller",2,0.076923
"Bad",2,0.076923
"What Could Be Better Than This?",1,0.038462
"Can I Get A Chee Hoo?",1,0.038462
"Beyond",1,0.038462
"Get Lost",1,0.038462
"The Winner Takes It All - From Mamma Mia!",1,0.038462
"Freaks",2,0.076923
"Fancy",2,0.076923
"Dancing in the Moonlight",2,0.076923
"Walking On Sunshine",3,0.115385
"Celebration",2,0.076923
"Highway to Hell",1,0.038462
"Stayin' Alive - From Saturday Night Fever Soundtrack",2,0.076923
"Another One Bites The Dust - Remastered 2011",2,0.076923
"Jump - 2015 Remaster",2,0.076923
"One More Night",3,0.115385
"U Can't Touch This",2,0.076923
"The Days",2,0.076923
"YMCA",1,0.038462
"What Are Words",1,0.038462
"Misery",2,0.076923
"Payphone",6,0.230769
"Party Rock Anthem",1,0.038462
"Demons",1,0.038462
"The Monster",1,0.038462
"Bad Boys (Theme from COPS)",1,0.038462
"You Should Be Dancing",1,0.038462
"Bumpy Ride",1,0.038462
"Coconut Tree",1,0.038462
"Ridin' Solo",4,0.153846
"Break Your Heart",3,0.115385
"The Lazy Song",2,0.076923
"Born To Be Wild",2,0.076923
"Route 66",1,0.038462
"Rain Over Me (feat. Marc Anthony)",1,0.038462
"Sweat - Remix",1,0.038462
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",1,0.038462
"Ai Se Eu Te Pego - Live",1,0.038462
"Cooler Than Me - Single Mix",2,0.076923
"I Know You Want Me (Calle Ocho)",2,0.076923
"Nothin' on You (feat. Bruno Mars)",3,0.115385
"Treasure",2,0.076923
"I Cry",3,0.115385
"Can't Believe It (feat. Pitbull)",1,0.038462
"Beggin (original version)",2,0.076923
"Don't Worry (feat. Ray Dalton)",1,0.038462
"Country Roads",1,0.038462
"Radioactive",1,0.038462
"Lot to Learn",1,0.038462
"Billie Jean",4,0.153846
"Blurred Lines",3,0.115385
"Talking to the Moon",2,0.076923
"Wavin' Flag - Coca-Cola® Celebration Mix",1,0.038462
"Yes Man",1,0.038462
"Ambitions",1,0.038462
"Animals",3,0.115385
"All My Friends (feat. Tinashe & Chance the Rapper)",6,0.230769
"P.I.M.P.",3,0.115385
"Maps",5,0.192308
"Party on the West Coast (feat. Snoop Dogg)",1,0.038462
"Careless Whisper",1,0.038462
"Gangsta's Paradise",1,0.038462
"Starboy",2,0.076923
"Runaway Baby",2,0.076923
"Problem",2,0.076923
"Greased Lightnin'",2,0.076923
"Danza Kuduro (feat. Don Omar)",1,0.038462
"Danger Zone - From Top Gun Original Soundtrack",1,0.038462
"The Power Of Love",1,0.038462
"Fairytale",1,0.038462
"Night Fever",1,0.038462
"Glow",1,0.038462
"Voulez-Vous - From 'Mamma Mia!' Original Motion Picture Soundtrack",1,0.038462
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",1,0.038462
"Earth Song",1,0.038462
"Footloose",1,0.038462
"Old Thing Back (feat. Ja Rule and Ralph Tresvant)",2,0.076923
"Light It Up (feat. Nyla & Fuse ODG) - Remix",2,0.076923
"Save Your Tears",2,0.076923
"This Girl (Kungs Vs. Cookin' On 3 Burners)",1,0.038462
"Two High",3,0.115385
"Smoke Signals",1,0.038462
"Let's Groove",1,0.038462
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",3,0.115385
"Man in the Mirror",1,0.038462
"Mirrors",2,0.076923
"New Way Home",1,0.038462
"CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)",1,0.038462
"Never Say Never",2,0.076923
"Price Tag",1,0.038462
"Mmm Yeah (feat. Pitbull)",3,0.115385
"Applause",1,0.038462
"Firestone",1,0.038462
"We Are The World",1,0.038462
"Come On Eileen - Single Edit",1,0.038462
"All Around The World",2,0.076923
"My Life Is A Party - R.I.O. Edit",1,0.038462
"Moves Like Jagger",2,0.076923
"When Love Takes Over (feat. Kelly Rowland)",1,0.038462
"Somebody To Love",3,0.115385
"Battle Scars (feat. Lupe Fiasco)",1,0.038462
"Breaking Free",1,0.038462
"Singing In the Shower",1,0.038462
"Don't Go Breaking My Heart",4,0.153846
"Some Die Young",1,0.038462
"Sunny",1,0.038462
"Daddy Cool",1,0.038462
"Olé - Stadium Anthem Mix",1,0.038462
"King",2,0.076923
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3,0.115385
"I Ain't Worried",4,0.153846
"Your Song",2,0.076923
"Rock with You - Single Version",1,0.038462
"The Way You Make Me Feel - 2012 Remaster",1,0.038462
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",3,0.115385
"Lay All Your Love On Me",1,0.038462
"Boogie Wonderland",1,0.038462
"Le Freak - 2018 Remaster",1,0.038462
"SOS - From 'Mamma Mia!' Original Motion Picture Soundtrack",1,0.038462
"I Need A Dollar",1,0.038462
"Crazy Something Normal",1,0.038462
"Lights - Single Version",1,0.038462
"Believer",1,0.038462
"Whatever It Takes",1,0.038462
"Taste The Feeling (Avicii Vs. Conrad Sewell)",1,0.038462
"I Feel It Coming",1,0.038462
"Dangerous (feat. Sam Martin)",1,0.038462
"Unstoppable",3,0.115385
"Mr Boombastic",1,0.038462
"Wake Me Up Before You Go-Go",2,0.076923
"Seventeen Going Under",2,0.076923
"All Eyez On Me (ft. Big Syke)",1,0.038462
"Sexual",2,0.076923
"Waiting For Love",2,0.076923
"Seve - Radio Edit",1,0.038462
"Play Hard (feat. Ne-Yo & Akon)",2,0.076923
"Candy Shop",2,0.076923
"Headlights (feat. Ilsey)",3,0.115385
"We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)",1,0.038462
"Great Balls Of Fire",1,0.038462
"We Are Family - 1995 Remaster",1,0.038462
"Upside Down",2,0.076923
"I Will Survive - Single Version",1,0.038462
"Lean On (feat. MØ & DJ Snake)",2,0.076923
"Venus",1,0.038462
"Funkytown",1,0.038462
"Miami",1,0.038462
"ABC",1,0.038462
"Living in America",1,0.038462
"Born in the U.S.A.",2,0.076923
"You're The One That I Want - From “Grease”",3,0.115385
"Grease - 2007 Remaster",2,0.076923
"Remember",1,0.038462
"Live in the Moment",1,0.038462
"Broken People (with Logic & Rag'n'Bone Man)",1,0.038462
"Club Tropicana",1,0.038462
"Hello",2,0.076923
"Don't Stop Me Now - Remastered 2011",3,0.115385
"It's Raining Men - Single Version",1,0.038462
"Thunderclouds",1,0.038462
"More Than A Woman",3,0.115385
"Nevermind",3,0.115385
"Feel",1,0.038462
"Flames",2,0.076923
"Walk Of Life",2,0.076923
"Start Me Up - Remastered 2009",1,0.038462
"Piano Man",2,0.076923
"Break My Stride",2,0.076923
"My Life",1,0.038462
"When I'm Alone",1,0.038462
"You Give Love A Bad Name",2,0.076923
"The Riddle",1,0.038462
"Black or White - Single Version",1,0.038462
"We Found Love",5,0.192308
"On Top Of The World",2,0.076923
"Way down We Go",1,0.038462
"Afraid To Feel",2,0.076923
"Money for Nothing",1,0.038462
"Gimme! Gimme! Gimme! (A Man After Midnight)",4,0.153846
"To Love Somebody",1,0.038462
"Sir Duke",1,0.038462
"Let Me Entertain You",1,0.038462
"In The Army Now",1,0.038462
"Little Lies",1,0.038462
"Shake It",1,0.038462
"Big Love - 2017 Remaster",1,0.038462
"Forever Alone",1,0.038462
"Love On The Brain",4,0.153846
"Hard Times",4,0.153846
"What's In It For Me",1,0.038462
"Don't Stop 'Til You Get Enough",1,0.038462
"P.Y.T. (Pretty Young Thing)",1,0.038462
"California Dreamin' - 2007 Digital Remaster",1,0.038462
"Smooth Operator - Single Version",1,0.038462
"Forever Young - 2019 Remaster",1,0.038462
"I Don't Feel Like Dancin'",2,0.076923
"Say It Right",1,0.038462
"Superstar",2,0.076923
"Fragile",1,0.038462
"Cheerio",1,0.038462
"Wanna Be Startin' Somethin'",1,0.038462
"Wind Of Change",1,0.038462
"Dream On",3,0.115385
"Heal the World",1,0.038462
"Dirty Diana",1,0.038462
"I Want to Know What Love Is - 1999 Remaster",1,0.038462
"Think",1,0.038462
"Surfin' U.S.A. - Remastered 2001",2,0.076923
"Hold On, I'm Comin'",1,0.038462
"Fake Your Beauty",1,0.038462
"Euphoria",1,0.038462
"Heroes",1,0.038462
"Sexual Healing",2,0.076923
"Rivers of Babylon",1,0.038462
"Cheri Cheri Lady",1,0.038462
"Feeling Good",1,0.038462
"Wearing Nothing",1,0.038462
"Skyfall",1,0.038462
"Mr. Saxobeat",1,0.038462
"Just Can’t Get Enough",5,0.192308
"Finesse",3,0.115385
"Marry You",1,0.038462
"Love Is All Around - From Four Weddings And A Funeral",1,0.038462
"In Your Arms",1,0.038462
"Copacabana (At the Copa)",1,0.038462
"Disco Inferno",1,0.038462
"Let's Dance - 1999 Remaster",1,0.038462
"(I've Had) The Time of My Life",1,0.038462
"Crockett's Theme - From Miami Vice II Soundtrack",1,0.038462
"Tragedy",1,0.038462
"Emotion",1,0.038462
"Superstition - Single Version",2,0.076923
"Super Freak",1,0.038462
"I'm So Excited",1,0.038462
"Jailhouse Rock",2,0.076923
"Rock DJ",1,0.038462
"You Rock My World",1,0.038462
"War",1,0.038462
"Night Changes",2,0.076923
"Hero",2,0.076923
"D.A.N.C.E",1,0.038462
"Come and Get Your Love - Single Version",2,0.076923
"Could You Be Loved",2,0.076923
"One Way or Another (Teenage Kicks)",1,0.038462
"I Was Made For Lovin' You",1,0.038462
"You're The First, The Last, My Everything - Edit",1,0.038462
"You Know How We Do It",1,0.038462
"Ma Baker",1,0.038462
"They Don't Care About Us",1,0.038462
"Who's Lovin' You",2,0.076923
"Give Me the Night - Edit",1,0.038462
"The Big Bang",1,0.038462
"Lovefool",1,0.038462
"Check Yo Self - Remix",1,0.038462
"Caribbean Queen (No More Love On the Run)",1,0.038462
"Baby Come Back",1,0.038462
"Everybody's Changing",1,0.038462
"Baker Street",1,0.038462
"Young Hearts Run Free",1,0.038462
"In The Night",2,0.076923
"Arabesque",1,0.038462
"Back To Black",1,0.038462
"I've Been In Love",1,0.038462
"Cruel World",1,0.038462
"Versace on the Floor",1,0.038462
"Too Lost In You",1,0.038462
"Elastic Heart",2,0.076923
"La Isla Bonita",1,0.038462
"One Night In Bangkok - Radio Edit / From “Chess” / Remastered 2016",1,0.038462
"When We Were Young",1,0.038462
"Rockstar - 2020 Remaster",2,0.076923
"City Boy",1,0.038462
"Fame",1,0.038462
"Ordinary Girl",2,0.076923
"Bigger",1,0.038462
"PUFFIN ON ZOOTIEZ",2,0.076923
"Break from Toronto",1,0.038462
"Best I Ever Had",2,0.076923
"Trust",1,0.038462
"Poison",3,0.115385
"With You",3,0.115385
"Belong to the City",1,0.038462
"Right My Wrongs",1,0.038462
"What You Heard",1,0.038462
"Gang Over Luv",1,0.038462
"Ok Cool",1,0.038462
"Energy",1,0.038462
"Take Care",1,0.038462
"Over",4,0.153846
"Find Your Love",1,0.038462
"Chicago Freestyle (feat. Giveon)",1,0.038462
"Lose You",1,0.038462
"The Resistance",1,0.038462
"How Bout Now",1,0.038462
"Normal Girl",1,0.038462
"Do You Like Me?",1,0.038462
"L$D",1,0.038462
"Doves In The Wind (feat. Kendrick Lamar)",1,0.038462
"Teenage Fever",1,0.038462
"In My Room",2,0.076923
"HAD ENOUGH (feat. Quavo & Offset)",1,0.038462
"Self Care",1,0.038462
"ball w/o you",1,0.038462
"Substance",1,0.038462
"Bed Peace",1,0.038462
"James Joint",1,0.038462
"LVL",1,0.038462
"Make Luv",1,0.038462
"Preach",1,0.038462
"Do Not Disturb",1,0.038462
"In For It",1,0.038462
"4422",1,0.038462
"I. Pink Toes",1,0.038462
"Far Away (feat. A$AP Rocky)",1,0.038462
"THINGS & SUCH",1,0.038462
"The Morning",3,0.115385
"The Beach",1,0.038462
"So High",1,0.038462
"Open Arms (feat. Travis Scott)",3,0.115385
"Snooze",3,0.115385
"Reminder",1,0.038462
"Let Me Go",4,0.153846
"Love Language",1,0.038462
"Mad Riches",1,0.038462
"What You Need",2,0.076923
"Get You (feat. Kali Uchis)",1,0.038462
"Childs Play (feat. Chance the Rapper)",1,0.038462
"Till We Drop",1,0.038462
"H e r O l d F r i e n d s",1,0.038462
"Aston Martin Music",1,0.038462
"JACKIE BROWN",1,0.038462
"Boredom (feat. Rex Orange County & Anna of the North)",1,0.038462
"Fair Trade (with Travis Scott)",1,0.038462
"IV. Sweatpants",1,0.038462
"See You Again (feat. Kali Uchis)",3,0.115385
"Feels Like Summer",1,0.038462
"WHARF TALK (feat. A$AP Rocky)",1,0.038462
"Nights",2,0.076923
"Purity (feat. Frank Ocean)",1,0.038462
"Provider",1,0.038462
"Up All Night",2,0.076923
"Recognize (feat. Drake)",1,0.038462
"DOGTOOTH",1,0.038462
"Gone (with Bryson Tiller)",1,0.038462
"Hurts Me (Alone at Prom)",1,0.038462
"Joy",1,0.038462
"Rm. 143",1,0.038462
"The Color Violet",1,0.038462
"Love$ick (feat. A$AP Rocky)",2,0.076923
"Session 32",1,0.038462
"Nights Like This (feat. Ty Dolla $ign)",1,0.038462
"Hell N Back",4,0.153846
"24 songs (i fell on my face)",1,0.038462
"Paper Soldier",1,0.038462
"Always",1,0.038462
"Broken Clocks",2,0.076923
"The Weekend",1,0.038462
"Shirt",1,0.038462
"Awkward",4,0.153846
"Used (feat. Don Toliver)",1,0.038462
"Fell In Love",1,0.038462
"Hit Different",1,0.038462
"TSU",1,0.038462
"Superpowers",1,0.038462
"Loose",1,0.038462
"Valentina",1,0.038462
"R e s e n t m e n t",1,0.038462
"Hold Me Down",1,0.038462
"After Dark (feat. Static Major & Ty Dolla $ign)",1,0.038462
"Don’t Matter To Me (with Michael Jackson)",1,0.038462
"Doing It Wrong",1,0.038462
"LUV",1,0.038462
"Not Nice",1,0.038462
"Come and See Me (feat. Drake)",1,0.038462
"Static",1,0.038462
"Homiesexual (with Ty Dolla $ign)",1,0.038462
"CYANIDE",1,0.038462
"Transform (feat. Charlotte Day Wilson)",1,0.038462
"SUPERPOSITION",1,0.038462
"Toronto 2014 (with Mustafa)",1,0.038462
"Japanese Denim",2,0.076923
"We Find Love",1,0.038462
"Tumblr Girls (feat. Christoph Andersson)",1,0.038462
"I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)",1,0.038462
"Pink + White",2,0.076923
"IDGAF (feat. Yeat)",2,0.076923
"Wasted Summers",1,0.038462
"Thinkin Bout You",1,0.038462
"Pyramids",1,0.038462
"Novacane",1,0.038462
"Ivy",1,0.038462
"White Ferrari",2,0.076923
"Every Kind Of Way",1,0.038462
"Self Control",1,0.038462
"Nightmare",1,0.038462
"PUPPET",1,0.038462
"RESTORE THE FEELING",1,0.038462
"Seigfried",1,0.038462
"Godspeed",1,0.038462
"Les",1,0.038462
"Super Rich Kids",2,0.076923
"Cayendo (Side A - Acoustic)",1,0.038462
"Crack Rock",1,0.038462
"Solo",2,0.076923
"Virginia Beach",1,0.038462
"Get To You",1,0.038462
"Me Myself & I",1,0.038462
"Oh Lord",1,0.038462
"GOMD",2,0.076923
"G.O.M.D",1,0.038462
"All To Me",1,0.038462
"Moment 4 Life",1,0.038462
"Loveeeeeee Song",2,0.076923
"What's My Name?",3,0.115385
"Shot For Me",1,0.038462
"She",3,0.115385
"Low Life (feat. The Weeknd)",1,0.038462
"TELEKINESIS (feat. SZA & Future)",2,0.076923
"Incredible",1,0.038462
"500lbs",1,0.038462
"Trust Issues",1,0.038462
"Say Something (Featuring Drake)",1,0.038462
"Focus",2,0.076923
"20 Something",1,0.038462
"Wus Good / Curious",1,0.038462
"Like I Want You",1,0.038462
"Moments",1,0.038462
"Still Your Best",1,0.038462
"Miss You So",1,0.038462
"Together",1,0.038462
"Sucka for Love",1,0.038462
"Songs for Women",1,0.038462
"Chanel",2,0.076923
"Pilot Jones",1,0.038462
"Nothings Into Somethings",1,0.038462
"GONE, GONE / THANK YOU",1,0.038462
"Hex",1,0.038462
"Drunk And Nasty (feat. Sharc)",1,0.038462
"Flex Up (feat. Future & Playboi Carti)",1,0.038462
"Little Bit (feat. Lykke Li)",1,0.038462
"Houstatlantavegas",1,0.038462
"One Way!",1,0.038462
"Poetic Justice",1,0.038462
"LOYALTY. FEAT. RIHANNA.",1,0.038462
"Money Trees",2,0.076923
"HUMBLE.",3,0.115385
"Regardless",1,0.038462
"You Broke My Heart",2,0.076923
"Right Thru Me",1,0.038462
"Excitement",1,0.038462
"Members Only (feat. PARTYNEXTDOOR)",1,0.038462
"Jennifer’s Body",1,0.038462
"Green Room",1,0.038462
"Motivation",1,0.038462
"Neva End (Remix) (feat. Kelly Rowland)",1,0.038462
"You The Boss",1,0.038462
"I'm On One",1,0.038462
"Trophies",2,0.076923
"Headlines",2,0.076923
"Successful (feat. Trey Songz & Lil Wayne)",1,0.038462
"Permission",1,0.038462
"All Things Go",2,0.076923
"Show Da World (feat. Kiara)",1,0.038462
"Furthest Thing",1,0.038462
"Redemption",1,0.038462
"The Party & The After Party",1,0.038462
"Kiss It Better",1,0.038462
"Feeling Myself",2,0.076923
"Pills N Potions",1,0.038462
"Did It On’em",1,0.038462
"Fly",1,0.038462
"Your Love",2,0.076923
"Wild Thoughts (feat. Rihanna & Bryson Tiller)",1,0.038462
"Rude Boy",2,0.076923
"Pour It Up",3,0.115385
"You Da One",2,0.076923
"From Time",1,0.038462
"Sex on the Beach",1,0.038462
"Yebba’s Heartbreak",1,0.038462
"Never Call Me",1,0.038462
"Blue Dream",1,0.038462
"Eternal Sunshine",1,0.038462
"Promises",1,0.038462
"W.A.Y.S.",1,0.038462
"The Worst",1,0.038462
"Sativa",1,0.038462
"Post to Be (feat. Chris Brown & Jhene Aiko)",1,0.038462
"Spotless Mind",1,0.038462
"None Of Your Concern (feat. Big Sean)",1,0.038462
"Pray For You",1,0.038462
"Happiness Over Everything (H.O.E.) (feat. Future & Miguel)",1,0.038462
"P*$$Y Fairy (OTW)",1,0.038462
"I'll Kill You (feat. Jhené Aiko)",1,0.038462
"Language",2,0.076923
"Infrunami",1,0.038462
"HONEST",1,0.038462
"Nobody Gets Me",3,0.115385
"Coming Down",1,0.038462
"Slime You Out (feat. SZA)",1,0.038462
"Sorrows",2,0.076923
"Diced Pineapples",1,0.038462
"V. 3005",1,0.038462
"Champagne Poetry",1,0.038462
"Spread Thin",2,0.076923
"Just Might (with PARTYNEXTDOOR)",1,0.038462
"Favorite",1,0.038462
"Marvins Room",1,0.038462
"Easy",1,0.038462
"Dangerous (feat. Jeremih and PnB Rock)",1,0.038462
"Turn On The Lights",1,0.038462
"My Boo",2,0.076923
"Haunted",1,0.038462
"New Flame (feat. Usher & Rick Ross)",1,0.038462
"Saturn - Live",1,0.038462
"Saturn - Acapella",1,0.038462
"Saturn - Sped Up",1,0.038462
"Saturn - Instrumental",1,0.038462
"Rich Baby Daddy (feat. Sexyy Red & SZA)",1,0.038462
"Saturn",2,0.076923
"Ghost in the Machine (feat. Phoebe Bridgers)",1,0.038462
"Forgiveless (feat. Ol' Dirty Bastard)",1,0.038462
"Girls Need Love (with Drake) - Remix",1,0.038462
"Like a Tattoo",1,0.038462
"Free Mind",1,0.038462
"Special",1,0.038462
"DEAD MAN WALKING",1,0.038462
"GRAVITY (FEAT. TYLER, THE CREATOR)",1,0.038462
"Wasting Time ( feat. Drake & The Neptunes )",1,0.038462
"World We Created",1,0.038462
"Promise",1,0.038462
"Just Another Interlude",1,0.038462
"Vanish",1,0.038462
"Tell Me It's Over (feat. Summer Walker & 6LACK)",1,0.038462
"PEACE OF MIND",1,0.038462
"Damage",1,0.038462
"I Been Drinking",1,0.038462
"MERCEDES",1,0.038462
"Stay Down",1,0.038462
"Bria's Interlude (feat. Omarion)",1,0.038462
"Keep Doing What You're Doing",1,0.038462
"Garden Kisses",1,0.038462
"Seek & Destroy",1,0.038462
"No Fear",2,0.076923
"Never Be Like You (feat. Kai)",1,0.038462
"Locked Away (feat. Adam Levine)",2,0.076923
"Whatever She Wants",2,0.076923
"End",1,0.038462
"Moon River",1,0.038462
"Bad Religion",1,0.038462
"7:00",1,0.038462
"THE NEWS",2,0.076923
"Nobody But You",1,0.038462
"Inhale",1,0.038462
"Ballin'",1,0.038462
"FWU",1,0.038462
"Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It)",1,0.038462
"her name tonya - playboi carti",1,0.038462
"FREAK IN YOU",1,0.038462
"Welcome to the Party",1,0.038462
"Make a Mil",1,0.038462
"Thirsty",1,0.038462
"Lookin Exotic",1,0.038462
"March Madness",1,0.038462
"WORST DAY",1,0.038462
"Pretty Privilege",1,0.038462
"Hennessy and Moscato",1,0.038462
"Me U & Hennessy (feat. Lil Wayne)",1,0.038462
"Slayed",1,0.038462
"Make It Out",1,0.038462
"KARRAHBOOO FREESTYLE",1,0.038462
"Hey There (feat. Future)",1,0.038462
"BACK TO THE BAG",1,0.038462
"Mmhmm",1,0.038462
"Never Lose Me",1,0.038462
"Still In Love",1,0.038462
"prove it",1,0.038462
"No. 9",1,0.038462
"Real Hitta",1,0.038462
"Feel It",1,0.038462
"Back to the Streets (feat. Jhené Aiko)",1,0.038462
"No Bars",1,0.038462
"Date Night",1,0.038462
"I Don't Wanna Be Saved (feat. Tay Keith)",1,0.038462
"Yeah Glo!",2,0.076923
"Vampire Love",1,0.038462
"HOODBYAIR",1,0.038462
"Bed",1,0.038462
"B.E.D.",1,0.038462
"BedRock",2,0.076923
"Neighbors Know My Name",1,0.038462
"So Anxious",1,0.038462
"Back To Sleep",1,0.038462
"Sexy Love",1,0.038462
"Wine Slow",1,0.038462
"You",1,0.038462
"Traphouse",1,0.038462
"I Invented Sex (feat. Drake)",1,0.038462
"Another Round (feat. Chris Brown)",1,0.038462
"Acquainted",1,0.038462
"Lost in the Fire (feat. The Weeknd)",2,0.076923
"Birthday Sex",1,0.038462
"To the Moon",1,0.038462
"Bad (feat. Tiara Thomas)",1,0.038462
"In a Minute",1,0.038462
"The Take (feat. Chris Brown)",1,0.038462
"Butterflies",1,0.038462
