tracks,occurrence,freqency
"Whatcha Say",6,0.375000
"Steal My Sunshine",1,0.062500
"Beautiful Girls",7,0.437500
"Candy",1,0.062500
"Swing, Swing",1,0.062500
"Heaven",3,0.187500
"Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)",1,0.062500
"Break Stuff",2,0.125000
"Pump It",2,0.125000
"Fireflies",8,0.500000
"Day 'N' Nite (nightmare)",3,0.187500
"Put Your Records On",3,0.187500
"Stand Up",1,0.062500
"Chariot",1,0.062500
"Breathless",1,0.062500
"The Impression That I Get",1,0.062500
"The Way You Move (feat. Sleepy Brown)",1,0.062500
"Hit 'Em Up Style (Oops!)",1,0.062500
"No Such Thing",1,0.062500
"Get Busy",2,0.125000
"Get Ur Freak On",1,0.062500
"This Kiss",3,0.187500
"I Need to Know",1,0.062500
"Mesmerize",1,0.062500
"Better Days (And the Bottom Drops Out)",1,0.062500
"Hey Baby",1,0.062500
"What's Luv? (feat. Ja-Rule & Ashanti)",1,0.062500
"Break It Off",1,0.062500
"Closing Time",1,0.062500
"Dilemma",2,0.125000
"Butterfly",1,0.062500
"Gossip Folks (feat. Ludacris)",1,0.062500
"Sweetness",1,0.062500
"Suga Suga",4,0.250000
"The Game of Love (feat. Michelle Branch) - Main / Radio Mix",1,0.062500
"Naughty Girl",2,0.125000
"Bring Me To Life",2,0.125000
"Pocketful of Sunshine",5,0.312500
"Miss Independent",1,0.062500
"I Don't Want to Be",1,0.062500
"Milkshake - Radio Mix",1,0.062500
"Here Without You",2,0.125000
"Lose My Breath",1,0.062500
"What It's Like",1,0.062500
"1, 2 Step (feat. Missy Elliott)",3,0.187500
"My Happy Ending",1,0.062500
"She Will Be Loved - Radio Mix",3,0.187500
"Move Along",1,0.062500
"My Love (feat. T.I.) - Single Version",1,0.062500
"Breathe (2 AM)",2,0.125000
"Dani California",2,0.125000
"Thnks fr th Mmrs",3,0.187500
"Let's Get It Started - Spike Mix",2,0.125000
"Take You There",3,0.187500
"Our Song",1,0.062500
"The Real Slim Shady",3,0.187500
"Come On Get Higher",1,0.062500
"1234",1,0.062500
"Accidentally In Love",2,0.125000
"Without Me",5,0.312500
"Teardrops on My Guitar - Pop Version",1,0.062500
"Teenage Dirtbag",3,0.187500
"Why Can't I?",1,0.062500
"So Yesterday",1,0.062500
"Here It Goes Again",1,0.062500
"Tubthumping",1,0.062500
"The Sweet Escape",2,0.125000
"Dirt Off Your Shoulder",1,0.062500
"Praise You",2,0.125000
"Seven Nation Army",5,0.312500
"Take Me There - From The Rugrats Movie Soundtrack",1,0.062500
"Short Skirt / Long Jacket",1,0.062500
"(You Drive Me) Crazy - The Stop Remix!",1,0.062500
"Out Of My Head",1,0.062500
"Still D.R.E.",2,0.125000
"Try Again",1,0.062500
"Waiting for Tonight - Radio Edit",1,0.062500
"Hemorrhage (In My Hands)",1,0.062500
"Case Of The Ex (Whatcha Gonna Do)",1,0.062500
"Back Here",1,0.062500
"Around the World (La La La La La) - Radio Version",1,0.062500
"Bad Day",3,0.187500
"No More (Baby I'ma Do Right)",1,0.062500
"Hanging By A Moment",1,0.062500
"Get the Party Started",1,0.062500
"Whenever, Wherever",3,0.187500
"Can't Get You out of My Head",3,0.187500
"It's My Life",3,0.187500
"Face Down",3,0.187500
"The First Cut Is The Deepest",2,0.125000
"My Humps",4,0.250000
"Leave (Get Out)",4,0.250000
"Lean Back",1,0.062500
"Goodies (feat. Petey Pablo)",1,0.062500
"Used to Love U",1,0.062500
"Smack That",3,0.187500
"Girl Next Door",2,0.125000
"Collide",1,0.062500
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",3,0.187500
"Don't Know Why",1,0.062500
"Lose Yourself",2,0.125000
"Don't Cha",2,0.125000
"You And Me",1,0.062500
"These Words",2,0.125000
"Let It Rock",3,0.187500
"Just the Girl",1,0.062500
"I'm N Luv (Wit a Stripper) (feat. Mike Jones)",1,0.062500
"Check On It (feat. Bun B & Slim Thug)",1,0.062500
"Poppin' My Collar (feat. Project Pat)",1,0.062500
"Too Little, Too Late",2,0.125000
"How to Save a Life",3,0.187500
"No One",3,0.187500
"The Great Escape",1,0.062500
"Amber",1,0.062500
"The Way I Are",4,0.250000
"I Try",2,0.125000
"Cyclone (feat. T-Pain)",1,0.062500
"Who Knew",1,0.062500
"Numb",2,0.125000
"Everything You Want",1,0.062500
"How You Remind Me",2,0.125000
"Hey Ya!",7,0.437500
"Just Dance",4,0.250000
"Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes",2,0.125000
"the grudge",1,0.062500
"Now That We Don't Talk (Taylor's Version) (From The Vault)",1,0.062500
"get him back!",1,0.062500
"vampire",2,0.125000
"bad idea right?",1,0.062500
"Winner",1,0.062500
"making the bed",1,0.062500
"lacy",1,0.062500
"teenage dream",1,0.062500
"all-american bitch",1,0.062500
"Is It Over Now? (Taylor's Version) (From The Vault)",3,0.187500
"love is embarrassing",1,0.062500
"pretty isn’t pretty",1,0.062500
"ballad of a homeschooled girl",1,0.062500
"Style (Taylor's Version)",3,0.187500
"Blank Space (Taylor's Version)",1,0.062500
"Killing Me",1,0.062500
"Getaway Car",2,0.125000
"because i liked a boy",1,0.062500
"Karma",2,0.125000
"Say Yes To Heaven",1,0.062500
"The Exit",1,0.062500
"Cruel Summer",2,0.125000
"Someone Like You",4,0.250000
"Nonsense",2,0.125000
"1 step forward, 3 steps back",1,0.062500
"Queen of Mean",2,0.125000
"Don’t Blame Me",3,0.187500
"People Watching",2,0.125000
"Cinnamon Girl",1,0.062500
"hope ur ok",1,0.062500
"greedy",1,0.062500
"enough for you",1,0.062500
"Cruisin' for a Bruisin' - From Teen Beach Movie/Soundtrack Version",2,0.125000
"Memories",2,0.125000
"favorite crime",1,0.062500
"Matilda",1,0.062500
"jealousy, jealousy",1,0.062500
"Astronomy",1,0.062500
"Heather",1,0.062500
"traitor",1,0.062500
"Halley's Comet",1,0.062500
"happier",2,0.125000
"Yours",1,0.062500
"Chemtrails Over The Country Club",1,0.062500
"deja vu",4,0.250000
"Moral of the Story (feat. Niall Horan) - Bonus Track",1,0.062500
"The 30th",1,0.062500
"Please Don't Change (feat. DJ Snake)",1,0.062500
"die first",1,0.062500
"Angels Like You",1,0.062500
"Moral of the Story",1,0.062500
"Happiness is a butterfly",1,0.062500
"Lover",3,0.187500
"Hate You",1,0.062500
"Movies",1,0.062500
"Shot Glass of Tears",1,0.062500
"Bored",1,0.062500
"You’re Losing Me (From The Vault)",1,0.062500
"brutal",2,0.125000
"that way",1,0.062500
"right where you left me - bonus track",1,0.062500
"Breakfast",2,0.125000
"champagne problems",2,0.125000
"Male Fantasy",1,0.062500
"Skin",1,0.062500
"drivers license",4,0.250000
"illicit affairs",1,0.062500
"If Only",2,0.125000
"Would've, Could've, Should've",1,0.062500
"For the First Time in Forever - From Frozen/Soundtrack Version",1,0.062500
"Can't Stop Singing - From Teen Beach Movie/Soundtrack Version",1,0.062500
"pov",1,0.062500
"It's Goin' Down",2,0.125000
"Kill Bill",4,0.250000
"Heart Attack",5,0.312500
"ocean eyes",1,0.062500
"cinderella's dead",1,0.062500
"Cat & Dog (English Version)",1,0.062500
"Falling for Ya - From Teen Beach Movie/Soundtrack Version",2,0.125000
"What A Shame",1,0.062500
"Best Friend",2,0.125000
"Did I Mention",1,0.062500
"Seven (feat. Latto) (Explicit Ver.)",1,0.062500
"Back for More (with Anitta)",1,0.062500
"Chasing That Feeling (English Ver. – Digital Only)",1,0.062500
"Standing Next to You",2,0.125000
"Agora Hills",1,0.062500
"Yes or No",1,0.062500
"Left and Right (Feat. Jung Kook of BTS)",1,0.062500
"All of Me",3,0.187500
"On My Own",1,0.062500
"Ready or Not",6,0.375000
"Love The Way You Lie",5,0.312500
"Happily Ever After",1,0.062500
"Maroon",1,0.062500
"STFU",1,0.062500
"cardigan",1,0.062500
"Adiós Amor",1,0.062500
"Rolling in the Deep",5,0.312500
"Bad Romance",6,0.375000
"Counting Stars",5,0.312500
"Diamonds",8,0.500000
"Wrecking Ball",2,0.125000
"We Can't Stop",4,0.250000
"Roar",2,0.125000
"Happy - From Despicable Me 2",2,0.125000
"Cake By The Ocean",3,0.187500
"I Knew You Were Trouble.",6,0.375000
"Rude",4,0.250000
"S&M",10,0.625000
"jar of hearts",2,0.125000
"Sorry",4,0.250000
"I See Red",2,0.125000
"Lips Are Movin",2,0.125000
"Starships",8,0.500000
"Judas",2,0.125000
"No Lie",4,0.250000
"Easy On Me",2,0.125000
"Summer Nights - From “Grease”",3,0.187500
"Like I'm Gonna Lose You (feat. John Legend)",2,0.125000
"Baby",6,0.375000
"everything i wanted",1,0.062500
"bellyache",1,0.062500
"when the party's over",1,0.062500
"all the good girls go to hell",2,0.125000
"bad guy",3,0.187500
"bury a friend",1,0.062500
"Therefore I Am",1,0.062500
"7 rings",5,0.312500
"you should see me in a crown",1,0.062500
"Doin' Time",1,0.062500
"God is a woman",2,0.125000
"thank u, next",5,0.312500
"break up with your girlfriend, i'm bored",3,0.187500
"no tears left to cry",5,0.312500
"Issues",2,0.125000
"Flowers",4,0.250000
"Anti-Hero",3,0.187500
"Unholy (feat. Kim Petras)",3,0.187500
"Boyfriend",10,0.625000
"MIDDLE OF THE NIGHT",1,0.062500
"People You Know",1,0.062500
"good 4 u",5,0.312500
"Dandelions",2,0.125000
"Wildest Dreams (Taylor's Version)",1,0.062500
"Set Fire to the Rain",4,0.250000
"The One That Got Away",3,0.187500
"Summertime Sadness",4,0.250000
"Diet Mountain Dew",1,0.062500
"Dealer",1,0.062500
"Sad Girl",1,0.062500
"Young And Beautiful",1,0.062500
"White Dress",1,0.062500
"hope is a dangerous thing for a woman like me to have - but I have it",1,0.062500
"Fuck it I love you",1,0.062500
"The greatest",1,0.062500
"xanny",1,0.062500
"Let Me Love You Like A Woman",1,0.062500
"wish you were gay",1,0.062500
"Blue Banisters",1,0.062500
"Maniac",1,0.062500
"Do It Like That",1,0.062500
"undefined",21,1.312500
"tolerate it",1,0.062500
"no body, no crime (feat. HAIM)",1,0.062500
"logical",1,0.062500
"Lilith (feat. SUGA of BTS) (Diablo IV Anthem)",1,0.062500
"my tears ricochet",1,0.062500
"TV",1,0.062500
"Who Says",2,0.125000
"Love You Like A Love Song",3,0.187500
"Oasis",1,0.062500
"Distracted",1,0.062500
"No More",1,0.062500
"Treat You Better",2,0.125000
"There's Nothing Holdin' Me Back",2,0.125000
"In My Blood",3,0.187500
"Mercy",3,0.187500
"Stitches",4,0.250000
"I Know What You Did Last Summer",1,0.062500
"TE FUI A SEGUIR",1,0.062500
"eternal sunshine",1,0.062500
"intro (end of the world)",1,0.062500
"bye",1,0.062500
"don't wanna break up again",1,0.062500
"supernatural",1,0.062500
"true story",1,0.062500
"Gorgeous",1,0.062500
"I Did Something Bad",2,0.125000
"we can't be friends (wait for your love)",3,0.187500
"the boy is mine",1,0.062500
"Make You Mine",3,0.187500
"so american",1,0.062500
"stranger",2,0.125000
"scared of my guitar",1,0.062500
"girl i’ve always been",1,0.062500
"obsessed",3,0.187500
"All I Want - From High School Musical: The Musical: The Series",1,0.062500
"The Alchemy",1,0.062500
"loml",1,0.062500
"I Can Fix Him (No Really I Can)",1,0.062500
"DELIRIO",1,0.062500
"Espresso",5,0.312500
"Cry",1,0.062500
"i love you",1,0.062500
"No Time To Die",1,0.062500
"Cherry Hill",2,0.125000
"BLUE",1,0.062500
"LUNCH",1,0.062500
"PS5",1,0.062500
"Please Please Please",5,0.312500
"L’AMOUR DE MA VIE",1,0.062500
"SKINNY",1,0.062500
"The Prophecy",1,0.062500
"THE GREATEST",1,0.062500
"Shut up My Moms Calling",1,0.062500
"Like Crazy",1,0.062500
"Casual",1,0.062500
"Vegas",2,0.125000
"Aquí Te Espero",1,0.062500
"J.",1,0.062500
"Donde Estás",1,0.062500
"What Was I Made For? [From The Motion Picture Barbie]",2,0.125000
"The Wind",1,0.062500
"3:15 (Breathe)",1,0.062500
"High School Sweethearts",1,0.062500
"Pink Pony Club",3,0.187500
"Win",1,0.062500
"Tough",1,0.062500
"Anti-Romantic",1,0.062500
"WILDFLOWER",1,0.062500
"BITTERSUITE",1,0.062500
"CHIHIRO",1,0.062500
"BIRDS OF A FEATHER",3,0.187500
"THE DINER",1,0.062500
"HOT TO GO!",3,0.187500
"Femininomenon",2,0.125000
"Guilty Pleasure",2,0.125000
"After Midnight",1,0.062500
"Super Graphic Ultra Modern Girl",2,0.125000
"Picture You",1,0.062500
"Kaleidoscope",2,0.125000
"L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT]",1,0.062500
"Good Luck, Babe!",4,0.250000
"I Love You, I'm Sorry",2,0.125000
"Don’t Smile",1,0.062500
"Lie To Girls",1,0.062500
"Escapism.",3,0.187500
"listen before i go",1,0.062500
"emails i can’t send",1,0.062500
"My Kink Is Karma",1,0.062500
"telepatía",1,0.062500
"Afterglow",1,0.062500
"the lakes - bonus track",1,0.062500
"The Way I Loved You (Taylor’s Version)",2,0.125000
"Peter",1,0.062500
"Call It What You Want",1,0.062500
"Don’t You (Taylor’s Version) (From The Vault)",1,0.062500
"All Of The Girls You Loved Before",1,0.062500
"Taste",4,0.250000
"Good Graces",2,0.125000
"Sharpest Tool",1,0.062500
"Coincidence",1,0.062500
"Bed Chem",3,0.187500
"Dumb & Poetic",1,0.062500
"Slim Pickins",2,0.125000
"Juno",1,0.062500
"Unfinished Business",1,0.062500
"t r a n s p a r e n t s o u l feat. Travis Barker",1,0.062500
"Magic Island",1,0.062500
"Sugar Rush Ride",1,0.062500
"Tinnitus (Wanna be a rock)",1,0.062500
"Good Boy Gone Bad",1,0.062500
"Moment In The Sun - Bonus Track",1,0.062500
"Black Friday (Sped Up)",1,0.062500
"willow",1,0.062500
"Diet Pepsi",1,0.062500
"Best Day Of My Life",4,0.250000
"I Love You, I'm Sorry - Live From Vevo",1,0.062500
"Keep That to Yourself",1,0.062500
"Cool",1,0.062500
"Breathe",3,0.187500
"That’s So True",2,0.125000
"Blowing Smoke",1,0.062500
"Let It Happen",1,0.062500
"Tough Love",2,0.125000
"Felt Good About You",1,0.062500
"Close To You",2,0.125000
"Free Now",1,0.062500
"OLD DAYS",1,0.062500
"Alley Rose",1,0.062500
"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)",2,0.125000
"cindy lou who",1,0.062500
"Higher Than Heaven",1,0.062500
"Mess It Up",1,0.062500
"21",1,0.062500
"seven",1,0.062500
"No One Noticed",1,0.062500
"Temptation",1,0.062500
"GGUM",1,0.062500
"Thinking Of Me",1,0.062500
"The Cut That Always Bleeds",1,0.062500
"Messy",2,0.125000
"BMF",1,0.062500
"drunk text me",1,0.062500
"Watercolor Eyes - From “Euphoria” An HBO Original Series",1,0.062500
"The Very First Night (Taylor's Version) (From The Vault)",1,0.062500
"My All",1,0.062500
"Conceited",2,0.125000
"Forty One Winks",1,0.062500
"0X1=LOVESONG (I Know I Love You) feat. Seori",1,0.062500
"Enchanted (Taylor's Version)",2,0.125000
"Peppers (feat. Tommy Genesis)",1,0.062500
"Training Wheels",1,0.062500
"Bad Reviews",2,0.125000
"15 Minutes",1,0.062500
"Scared Of Loving You",1,0.062500
"Couldn’t Make It Any Harder",1,0.062500
"Busy Woman",1,0.062500
"Too Much",1,0.062500
"Opening Sequence",1,0.062500
"Miracle",1,0.062500
"Call Me When You Break Up (with Gracie Abrams)",1,0.062500
"I’ll See You There Tomorrow",1,0.062500
"Deja Vu",1,0.062500
"The Killa (I Belong to You)",1,0.062500
"Quarter Life",1,0.062500
"Deja Vu (Anemoia Remix)",1,0.062500
"Farewell, Neverland",1,0.062500
"9 and Three Quarters (Run Away)",1,0.062500
"Poppin' Star",1,0.062500
"Roller Coaster",1,0.062500
"Lonely Boy (The tattoo on my ring finger)",1,0.062500
"Growing Pain",1,0.062500
"Dreamer",1,0.062500
"Deep Down",1,0.062500
"Blue Spring",1,0.062500
"Little Do You Know",1,0.062500
"gracie abrams thats so true live snl",1,0.062500
"Famous",1,0.062500
"Big Brown Eyes",1,0.062500
"En Privado",1,0.062500
"きっとずっと (Kitto Zutto)",1,0.062500
"i wish you cheated",1,0.062500
"Blue Hour",1,0.062500
"I miss you, I’m sorry",1,0.062500
"Ginza",1,0.062500
"Who’s Afraid of Little Old Me?",2,0.125000
"Ojos Tristes (with The Marías)",1,0.062500
"Sunset Blvd",1,0.062500
"LOVE AGAIN",1,0.062500
"Blind",2,0.125000
"Who Told You (feat. Drake)",1,0.062500
"Back On 74",2,0.125000
"jersey luv",1,0.062500
"nan",0,0.000000
"No One Knows",1,0.062500
"Deira",1,0.062500
"Horsepower",1,0.062500
"5am in Paris",1,0.062500
"From Gaza, With Love",1,0.062500
"Bésame Mucho",1,0.062500
"PERSIAN RUGS",2,0.125000
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",1,0.062500
"senior",1,0.062500
"Galbi",1,0.062500
"yuhgetme?",1,0.062500
"Jimmy Choos",1,0.062500
"ON 10",1,0.062500
"FaceTime",1,0.062500
"On This Land",1,0.062500
"Forgive Me",1,0.062500
"Let Her Go",2,0.125000
"Allah Yihmeeki",1,0.062500
"Comme C’est Beau",1,0.062500
"stuck to you",1,0.062500
"Outside",3,0.187500
"Ain't No Love In Oklahoma (From Twisters: The Album)",2,0.125000
"Collabo",1,0.062500
"𝘠𝘚𝘓",1,0.062500
"Lies Lies Lies",1,0.062500
"Fever",1,0.062500
"F o r C e r t a i n",1,0.062500
"Long Way 2 Go",1,0.062500
"Hrs & Hrs",1,0.062500
"Dancing In The Flames",1,0.062500
"PASSENGER PRINCESS",1,0.062500
"Messi",1,0.062500
"I Want You",3,0.187500
"Paradise",4,0.250000
"Timeless (feat. Playboi Carti)",1,0.062500
"L o s e M y M i n d",1,0.062500
"Talk 2 U",1,0.062500
"Andréia",1,0.062500
"Name of God",1,0.062500
"Imaan",1,0.062500
"I'll Go Anywhere",1,0.062500
"july 16th",1,0.062500
"B.S. (feat. H.E.R.)",2,0.125000
"Her Eyes",1,0.062500
"Old Life",1,0.062500
"do it myself",1,0.062500
"Keep Moving",1,0.062500
"Busy Earnin'",1,0.062500
"MAYBE.",1,0.062500
"Aquamarine",1,0.062500
"I'm Afraid I Love You",1,0.062500
"In This Darkness",1,0.062500
"Questions",1,0.062500
"Hi chubs",1,0.062500
"On My Body",1,0.062500
"Wetin",1,0.062500
"Get Up (feat. Chamillionaire)",1,0.062500
"Diamond Boy (DTM)",1,0.062500
"PUSH 2 START",1,0.062500
"Persian Girl",1,0.062500
"Feel the Feels",1,0.062500
"HOT UPTOWN (feat. Drake)",1,0.062500
"TBH",2,0.125000
"Sweet Life",2,0.125000
"Used To Be Young",1,0.062500
"一翦梅",1,0.062500
"GOT IT GOOD",1,0.062500
"iBiZA",1,0.062500
"July",2,0.125000
"Money Pull Up",1,0.062500
"EXILE / معاكي",1,0.062500
"yes, and?",1,0.062500
"Keep Me Satisfied",1,0.062500
"NISSAN ALTIMA",1,0.062500
"Care",2,0.125000
"30 For 30 (with Kendrick Lamar)",1,0.062500
"Fountains (with Tems)",1,0.062500
"Killshot",1,0.062500
"Fly As Me",1,0.062500
"Smokin Out The Window",1,0.062500
"Put On A Smile",1,0.062500
"777",1,0.062500
"Skate",2,0.125000
"POOKIE’S REQUIEM (feat. Summer Walker) - hehe look y'all I made it longer",1,0.062500
"Boujee Babe",1,0.062500
"Last Heartbreak Song (feat. Giveon)",1,0.062500
"Alright",1,0.062500
"I Can't Wait To Get There",1,0.062500
"Sports car",1,0.062500
"TWENTIES",1,0.062500
"Dive",3,0.187500
"DIVA / بنت الذهبية",1,0.062500
"Doses & Mimosas",1,0.062500
"Problemz",1,0.062500
"MEET YOUR PADRE",2,0.125000
"DIE TRYING",1,0.062500
"World Goin' Crazy (feat. Jaz Karis)",1,0.062500
"Neshar Belel",1,0.062500
"NOKIA",1,0.062500
"Miss possessive",1,0.062500
"2 hands",1,0.062500
"Revolving door",1,0.062500
"Dear god",1,0.062500
"Purple lace bra",1,0.062500
"Signs",1,0.062500
"Like I do",1,0.062500
"It's ok I'm ok",1,0.062500
"No I'm not in love",1,0.062500
"Means I care",1,0.062500
"Greenlight",1,0.062500
"Nostalgia",1,0.062500
"bloodonmyhands (feat. Flo Milli)",1,0.062500
"LABOUR - the cacophony",1,0.062500
"Gucci Prada Balenciaga",1,0.062500
"Nobody",3,0.187500
"Charismatic",1,0.062500
"Waiting on You",1,0.062500
"Nouri",1,0.062500
"Not Like Us",1,0.062500
"Only Hope",1,0.062500
"Love",1,0.062500
"You Might Think - From Cars 2/Soundtrack Version",1,0.062500
"The Chain - 2004 Remaster",6,0.375000
"Die With A Smile",2,0.125000
"Feather",1,0.062500
"Shape of You",4,0.250000
"Paradise City",1,0.062500
"High Hopes",3,0.187500
"Picture To Burn",1,0.062500
"Uptown Funk (feat. Bruno Mars)",5,0.312500
"Life is a Highway",4,0.250000
"Kiss Tomorrow Goodbye",2,0.125000
"Undone - The Sweater Song",1,0.062500
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)",1,0.062500
"E.V.I.L. B.O.Y.S.",1,0.062500
"New Romantics (Taylor's Version)",1,0.062500
"I Can Do It With a Broken Heart",1,0.062500
"California Love - Original Version",3,0.187500
"Death By A Thousand Cuts",1,0.062500
"luther (with sza)",1,0.062500
"NASA",3,0.187500
"Monsters",1,0.062500
"august",1,0.062500
"Soul",1,0.062500
"Story of My Life",5,0.312500
"Back In Black",3,0.187500
"Heart-Shaped Box",2,0.125000
"One Last Breath",1,0.062500
"long story short",1,0.062500
"How Far I'll Go",2,0.125000
"I'll Make a Man Out of You - From Mulan/Soundtrack",1,0.062500
"When Will My Life Begin? - From Tangled / Soundtrack Version",1,0.062500
"Hakuna Matata",2,0.125000
"Look After You",1,0.062500
