tracks,occurrence,freqency
"Holiday",2,0.008439
"Atomic Playboys",1,0.004219
"Pink Rover",2,0.008439
"99 Luftballons",5,0.021097
"Mz. Hyde",1,0.004219
"Nice Guys",1,0.004219
"Barbie Girl",18,0.075949
"Radioactive",9,0.037975
"I Eat Boys",1,0.004219
"Enola Gay",3,0.012658
"Bang Bang",8,0.033755
"Baby Says",1,0.004219
"Deceptacon",2,0.008439
"Nobody Asked Me (If I Was Okay)",2,0.008439
"DARE",2,0.008439
"Kill V. Maim",2,0.008439
"We Appreciate Power",1,0.004219
"Civilization (Bongo, Bongo, Bongo) - Single Version",2,0.008439
"Smile",3,0.012658
"Nuclear Seasons",1,0.004219
"Gorgeous Gorgeous Girls",1,0.004219
"Purge The Poison",1,0.004219
"murder party",1,0.004219
"Devil's Advocate",1,0.004219
"Little Girl Gone",3,0.012658
"Atom Bomb",2,0.008439
"Sue Me",2,0.008439
"Radium Eyes - GH2",1,0.004219
"The Gates of Disorder",1,0.004219
"A Little Bit Dangerous",1,0.004219
"Just A Girl",7,0.029536
"Walking On The Moon",1,0.004219
"Breakfast",6,0.025316
"Bubblegum Bitch",6,0.025316
"Sparks Fly",1,0.004219
"She's Got Everything - Mono Mix",1,0.004219
"As the World Caves In",5,0.021097
"Time Is Up",1,0.004219
"WHISTLE",1,0.004219
"Speed Drive (From Barbie The Album)",11,0.046414
"Power Play",1,0.004219
"Blitzkrieg Bop - 2016 Remaster",1,0.004219
"In A Minute",1,0.004219
"Bombshell",1,0.004219
"2 Minutes to Midnight",1,0.004219
"Off The Ground",1,0.004219
"We Didn't Start the Fire",4,0.016878
"Gay Bar",1,0.004219
"The Future's So Bright, I Gotta Wear Shades",2,0.008439
"Venus Fly Trap",1,0.004219
"I Love It (feat. Charli XCX) - I Don’t Care 2022 Re-Edit",1,0.004219
"Black Sheep - Brie Larson Vocal Version",2,0.008439
"No Man's Land (feat. Grimes)",1,0.004219
"It's Raining Men",3,0.012658
"This Hell",2,0.008439
"Going Nuclear",1,0.004219
"Le Disko",1,0.004219
"Hit Me Like A Man",1,0.004219
"Killer Queen - Remastered 2011",4,0.016878
"Pink Sunshine",1,0.004219
"Sleep Walk",1,0.004219
"Destruction",1,0.004219
"Bombora",1,0.004219
"STFU!",1,0.004219
"Celebrity Skin",1,0.004219
"Oppenheimer",9,0.037975
"Hot Stuff",3,0.012658
"Chain Reaction",2,0.008439
"Tick Tick Boom",1,0.004219
"SOS",10,0.042194
"I Don't Want To Set The World On Fire",6,0.025316
"Burning Love",4,0.016878
"A Mushroom Cloud",1,0.004219
"Atomic Cocktail",2,0.008439
"Just the Two of Us (feat. Bill Withers)",1,0.004219
"The Final Countdown",2,0.008439
"Rainbow In The Dark",1,0.004219
"Chick Habit (From Death Proof)",1,0.004219
"Girl Anachronism",1,0.004219
"Oh No!",2,0.008439
"Sexbomb",1,0.004219
"Fall Out",1,0.004219
"Warning",2,0.008439
"Boom, Boom, Boom, Boom!!",4,0.016878
"La Bomba",2,0.008439
"High Horse",2,0.008439
"Everybody Wants To Rule The World",10,0.042194
"New Americana",1,0.004219
"All Through the Night",1,0.004219
"4 Minutes (feat. Justin Timberlake & Timbaland)",7,0.029536
"Funhouse",3,0.012658
"Primadonna",10,0.042194
"Savages",1,0.004219
"Firework",6,0.025316
"Fujiyama Mama - Remastered",2,0.008439
"Teen Idle",2,0.008439
"The Radiance",1,0.004219
"Bust Your Knee Caps - Johnny Don't Leave Me",2,0.008439
"Zombie",4,0.016878
"Lolita",1,0.004219
"We Got the Noise",1,0.004219
"BSC",1,0.004219
"Boom Clap",2,0.008439
"Not Your Kind of People",1,0.004219
"Mad World",3,0.012658
"Girl on Fire",5,0.021097
"Barbenheimer",1,0.004219
"I Melt with You",3,0.012658
"Dance The Night - From Barbie The Album",15,0.063291
"yoga",1,0.004219
"Dub Be Good to Me",1,0.004219
"Barbie Tingz",5,0.021097
"Dolls Kill - feat. ELLE TERESA　Tokyo Girls Anthem Remastered",1,0.004219
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",2,0.008439
"Till the World Ends",4,0.016878
"Paris Is Burning",1,0.004219
"XXXO",1,0.004219
"Under the Bridge",3,0.012658
"Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)",2,0.008439
"It's A Disaster",1,0.004219
"Can't Get Blue Monday out of My Head",1,0.004219
"Comfortably Numb",2,0.008439
"Enola Gay - Remastered 2003",1,0.004219
"Grigio Girls",1,0.004219
"Welcome To Japan",1,0.004219
"Lucky",2,0.008439
"That Joke Isn't Funny Anymore",1,0.004219
"S&M",14,0.059072
"Wave Of Mutilation",1,0.004219
"good 4 u",10,0.042194
"Bang Bang Bang Bang",2,0.008439
"detonate",2,0.008439
"Eleanor Rigby",2,0.008439
"Boy's a liar Pt. 2",6,0.025316
"I'm So Tired",2,0.008439
"Marechià",1,0.004219
"American Boy",8,0.033755
"I'm Not In Love",2,0.008439
"I Want You Back",4,0.016878
"War Pigs",1,0.004219
"Honey, Honey",1,0.004219
"Jackie Down The Line",1,0.004219
"Video Killed The Radio Star",1,0.004219
"Daydream",2,0.008439
"Idioteque",1,0.004219
"Sweet About Me",2,0.008439
"Tattattira",1,0.004219
"High and Dry",2,0.008439
"What the Hell",6,0.025316
"i know nothing",1,0.004219
"Tormenta (feat. Bad Bunny)",1,0.004219
"Little Dark Age",7,0.029536
"Paper Rings",5,0.021097
"Sometimes",3,0.012658
"the stage",1,0.004219
"Brianstorm",1,0.004219
"In My Dreams",1,0.004219
"Ode To The Mets",1,0.004219
"Sirvia",1,0.004219
"I Dreamed I Dream",1,0.004219
"Near DT, MI",1,0.004219
"Chanel",3,0.012658
"Almost Blue",1,0.004219
"Sunshine, Lollipops And Rainbows",2,0.008439
"Nuclear",3,0.012658
"Break It Off",2,0.008439
"Burn",10,0.042194
"Fiamme negli occhi",1,0.004219
"Sincer (feat. Lele Blade & Icy Subzero)",1,0.004219
"Siberia",1,0.004219
"MYSTERY",1,0.004219
"Permanent Daylight",1,0.004219
"4:00A.M.",1,0.004219
"Perth",1,0.004219
"HEATED",1,0.004219
"Everlong",5,0.021097
"Be My Baby",3,0.012658
"The End",3,0.012658
"Manic Monday",1,0.004219
"You Can Say It Forever",1,0.004219
"Tvtb4e",1,0.004219
"Somethin' Stupid",1,0.004219
"Disturbia",4,0.016878
"BOOM",1,0.004219
"Silk Chiffon",3,0.012658
"How to Save a Life",5,0.021097
"Girls Just Want to Have Fun",12,0.050633
"Nutshell",1,0.004219
"Reckless Serenade",1,0.004219
"Far l'amore - Club Mix",1,0.004219
"Amygdala",2,0.008439
"Bomba O Non Bomba",1,0.004219
"T'appartengo",1,0.004219
"Valvonauta",1,0.004219
"Prumesse - Deborah De Luca Remix",1,0.004219
"Fossi Figo",1,0.004219
"The Lovecats",1,0.004219
"Lazarus",1,0.004219
"The Jean Genie - 2013 Remaster",1,0.004219
"Where Is My Mind?",2,0.008439
"Ain't It Fun",4,0.016878
"Prophecies",1,0.004219
"Ma Betty Boop A Moi",1,0.004219
"Cosa rimane",1,0.004219
"Hallucinate",3,0.012658
"Six Shooter",1,0.004219
"Midnight City",4,0.016878
"Sunday Morning",1,0.004219
"Triangolo",1,0.004219
"All Of The People",1,0.004219
"Attention",4,0.016878
"Bending Hectic",1,0.004219
"Looking at Your Pager",1,0.004219
"The Times They Are A-Changin'",2,0.008439
"Pretty Woman",1,0.004219
"Age of Anxiety I",1,0.004219
"Voltagabbana",1,0.004219
"Cielo Super Acceso",1,0.004219
"why you gotta kick me when i'm down?",1,0.004219
"Killing Me",3,0.012658
"Catalonia",1,0.004219
"Jenny",1,0.004219
"Mona Lisa (Spider-Man: Across the Spider-Verse)",3,0.012658
"Why",3,0.012658
"Walls Could Talk",2,0.008439
"Hero",3,0.012658
"U.G.L.Y.",1,0.004219
"wonder if she loves me",1,0.004219
"Coast (feat. Anderson .Paak)",1,0.004219
"It Is What It Is",2,0.008439
"Fast & Slow",1,0.004219
"Text Me In The Morning",1,0.004219
"only wanna dance",1,0.004219
"Life's Too Short",1,0.004219
"Gene Kelly",1,0.004219
"1990something",1,0.004219
"10x Stronger",1,0.004219
"Love Lost",4,0.016878
"sail away",1,0.004219
"Tainted Love",3,0.012658
"Accidentally In Love",4,0.016878
"Sweet Talk",2,0.008439
"3005",1,0.004219
"Everybody's Lonely",1,0.004219
"My Own Worst Enemy",3,0.012658
"D.A.N.C.E - Radio Edit",1,0.004219
"sun keeps on shining",1,0.004219
"Solar Power - Spotify Singles",1,0.004219
"sunburn",1,0.004219
"edamame",1,0.004219
"Heat Waves (with iann dior)",2,0.008439
"You Belong With Me (Taylor’s Version)",4,0.016878
"Smiley Faces",1,0.004219
"Crazy",4,0.016878
"family ties (with Kendrick Lamar)",3,0.012658
"Nobody Knows",2,0.008439
"American Girl",2,0.008439
"The Boys Are Back In Town",3,0.012658
"Peace of Mind",1,0.004219
"I'm a Believer - 2006 Remaster",3,0.012658
"Lonely Boy",3,0.012658
"Jerk It Out",2,0.008439
"Sex on Fire",6,0.025316
"When You Were Young",2,0.008439
"Somebody Told Me",5,0.021097
"Kids",5,0.021097
"Jet Airliner",2,0.008439
"Ride",5,0.021097
"Feeling Alive",1,0.004219
"Need Your Love",1,0.004219
"Here's The Thing",1,0.004219
"Good In Bed",1,0.004219
"Green Green Grass",1,0.004219
"12 Hours",1,0.004219
"Mrs. Hollywood",1,0.004219
"Joy",2,0.008439
"Liar Liar (Feat. Bastille)",1,0.004219
"Lola (Bonus Track)",1,0.004219
"Anna Sun",1,0.004219
"Thelma + Louise",1,0.004219
"i’m sorry",1,0.004219
"Curls In The Wind",1,0.004219
"No Hands (feat. Roscoe Dash & Wale)",4,0.016878
"Hurts Me",4,0.016878
"HONEST",2,0.008439
"bad idea right?",3,0.012658
"all-american bitch",2,0.008439
"Hey Blondie (From Barbie The Album)",1,0.004219
"Sweet Dreams (Are Made of This) - 2005 Remaster",4,0.016878
"HVY MTL DRMR",1,0.004219
"Body Talks (feat. Kesha)",1,0.004219
"Beverly Blues",1,0.004219
"Life Itself",1,0.004219
"Cubicle (Never See Me)",1,0.004219
"Perfect Day - Chris Lord Alge Mix",5,0.021097
"Everything In Its Right Place",2,0.008439
"Levitating",6,0.025316
"Something In The Way",3,0.012658
"We Are Born When We Die",2,0.008439
"Oops!...I Did It Again",14,0.059072
"Goodbye (with Soap & Skin)",1,0.004219
"Material Girl",13,0.054852
"If I Had A Heart",2,0.008439
"The Dolphins",1,0.004219
"Love Me Like You",1,0.004219
"When It's Cold I'd Like to Die",2,0.008439
"Malibu",9,0.037975
"O Children",2,0.008439
"Cut To The Feeling",4,0.016878
"Barbie World (with Aqua) [From Barbie The Album]",9,0.037975
"Super Freaky Girl",6,0.025316
"Paint The Town Red",6,0.025316
"Sugar, We're Goin Down",6,0.025316
"Still into You",9,0.037975
"The New Workout Plan",1,0.004219
"Feather",4,0.016878
"Just That Girl",1,0.004219
"Midnight Sky",1,0.004219
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",1,0.004219
"Don't",7,0.029536
"Temptation (feat. Poppy Baskcomb)",1,0.004219
"WHERE SHE GOES",1,0.004219
"The Less I Know The Better",5,0.021097
"Knee Socks",1,0.004219
"COMO UN BEBÉ",1,0.004219
"Surround Sound (feat. 21 Savage & Baby Tate)",1,0.004219
"On My Mind",3,0.012658
"Do It To It",1,0.004219
"Somebody's Watching Me",2,0.008439
"Thong Song",1,0.004219
"Stay Fly",3,0.012658
"Kill Bill",6,0.025316
"Maneater",13,0.054852
"Shut Up And Drive",9,0.037975
"F2F",2,0.008439
"The Sweet Escape",9,0.037975
"Rock Your Body",8,0.033755
"My Love (feat. T.I.)",2,0.008439
"The Weekend - Funk Wav Remix",2,0.008439
"Summer Love",2,0.008439
"SexyBack (feat. Timbaland)",6,0.025316
"Save Your Tears (with Ariana Grande) (Remix)",1,0.004219
"Hot In Herre",6,0.025316
"Don't Stop The Music",6,0.025316
"Only Girl (In The World)",11,0.046414
"Umbrella",14,0.059072
"Teenage Dream",13,0.054852
"Last Friday Night (T.G.I.F.)",10,0.042194
"Part Of Me",5,0.021097
"Die Young",8,0.033755
"Good Time",5,0.021097
"Hips Don't Lie (feat. Wyclef Jean)",13,0.054852
"I Know You Want Me (Calle Ocho)",3,0.012658
"Get Busy",5,0.021097
"Temperature",7,0.029536
"Move Ya Body",1,0.004219
"Gasolina",2,0.008439
"get him back!",2,0.008439
"love is embarrassing",4,0.016878
"Reality In Motion",1,0.004219
"Hotel Room Service",7,0.029536
"Hey Baby (Drop It to the Floor) (feat. T-Pain)",2,0.008439
"Sexy Chick (feat. Akon)",2,0.008439
"You Make Me Feel... (feat. Sabi)",6,0.025316
"C'Mon",3,0.012658
"Oye Mi Canto",1,0.004219
"Culo",1,0.004219
"The Way I Are",9,0.037975
"Where Them Girls At (feat. Nicki Minaj & Flo Rida)",8,0.033755
"Give It To Me",3,0.012658
"Give It Up to Me",1,0.004219
"Pon De Replay - Remix",1,0.004219
"Club Can't Handle Me (feat. David Guetta)",8,0.033755
"TiK ToK",9,0.037975
"Red Ruby Da Sleeze",1,0.004219
"Low",4,0.016878
"The Spins",6,0.025316
"Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack",3,0.012658
"Voulez-Vous - From 'Mamma Mia!' Original Motion Picture Soundtrack",3,0.012658
"Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack",2,0.008439
"L.A.LOVE (la la) [feat. YG]",1,0.004219
"On The Floor",6,0.025316
"Scream & Shout",6,0.025316
"Heartless",4,0.016878
"Work Out",4,0.016878
"No Role Modelz",3,0.012658
"This Could Be Us",1,0.004219
"Come Get Her",1,0.004219
"Wet Dreamz",2,0.008439
"Kiss Me Thru The Phone",6,0.025316
"Ms. Jackson",11,0.046414
"Hey Ya!",10,0.042194
"Let's Get It Started - Spike Mix",3,0.012658
"No Scrubs",12,0.050633
"Bills, Bills, Bills",5,0.021097
"Just Wanna Rock",3,0.012658
"Ain't Shit",5,0.021097
"Rules",3,0.012658
"Tia Tamera (feat. Rico Nasty)",3,0.012658
"In The Party",2,0.008439
"Beef FloMix",4,0.016878
"May I",1,0.004219
"Need to Know",4,0.016878
"Woman",10,0.042194
"Empire State Of Mind",5,0.021097
"Jumpin', Jumpin'",5,0.021097
"Before He Cheats",10,0.042194
"Bound 2",3,0.012658
"Bejeweled",7,0.029536
"Players - DJ Smallz 732 - Jersey Club Remix",2,0.008439
"New Romantics",3,0.012658
"505",2,0.008439
"34+35",6,0.025316
"La Romana",2,0.008439
"Tití Me Preguntó",3,0.012658
"Me Porto Bonito",2,0.008439
"DÁKITI",3,0.012658
"Después de la Playa",2,0.008439
"El Apagón",1,0.004219
"La Mamá de la Mamá",1,0.004219
"La Jumpa",1,0.004219
"Mi Gente",4,0.016878
"I Like It",7,0.029536
"Calabria 2007 (feat. Natasja) - Radio Edit",1,0.004219
"SIMPLY THE BEST",1,0.004219
"Pepas",3,0.012658
"El Incomprendido",1,0.004219
"Rompe",1,0.004219
"Latch",4,0.016878
"Feel So Close - Radio Edit",5,0.021097
"motive (with Doja Cat)",2,0.008439
"Habits (Stay High) - Oliver Nelson Remix",1,0.004219
"You Little Beauty",1,0.004219
"DAYLIGHT",1,0.004219
"Belly Dancer",1,0.004219
"Afraid To Feel - David Guetta & Dyro Remix",1,0.004219
"Rover (feat. DTG) - Joel Corry Remix",1,0.004219
"Ferrari",2,0.008439
"Rainfall (Praise You) - Nathan Dawe Remix",1,0.004219
"Giving Me",1,0.004219
"The Voodoo Babe",1,0.004219
"Bulletproof",7,0.029536
"Smooth Operator - Keejay Freak Deep House Version",2,0.008439
"Angel",5,0.021097
"Stayin' Alive - From Saturday Night Fever Soundtrack",6,0.025316
"Starships",17,0.071730
"September",6,0.025316
"Girls",1,0.004219
"If You’re Too Shy (Let Me Know) - Edit",1,0.004219
"Barbie Dreams",2,0.008439
"Promiscuous",13,0.054852
"I Kissed A Girl",4,0.016878
"In Da Getto",2,0.008439
"Baby Got Back",1,0.004219
"WATATI (feat. Aldo Ranks) [From Barbie The Album]",4,0.016878
"Speed Drive",3,0.012658
"Dance The Night",4,0.016878
"Imma Be",1,0.004219
"Champagne Shit",1,0.004219
"Hot In It (feat. Charli XCX)",1,0.004219
"Freek-A-Leek",1,0.004219
"SHAKE SUMN",2,0.008439
"BIZCOCHITO",1,0.004219
"Shake That",2,0.008439
"Keep Dat Nigga",1,0.004219
"My Chick Bad",1,0.004219
"Thot Shit",3,0.012658
"Time of Our Lives",9,0.037975
"International Love (feat. Chris Brown)",4,0.016878
"CUFF IT",3,0.012658
"AMERICA HAS A PROBLEM (feat. Kendrick Lamar)",2,0.008439
"Less Than Zero",2,0.008439
"How Do I Make You Love Me?",1,0.004219
"Moth To A Flame (with The Weeknd)",3,0.012658
"Girls in the Hood",2,0.008439
"Potential Breakup Song",8,0.033755
"Ready or Not",9,0.037975
"Hurricane",7,0.029536
"Gimme More",9,0.037975
"Fire Burning",9,0.037975
"Angel (From Barbie The Album)",5,0.021097
"Super Bass",16,0.067511
"Low (feat. T-Pain)",8,0.033755
"I Love It (feat. Charli XCX)",2,0.008439
"Just Dance",6,0.025316
"I Knew You Were Trouble (Taylor's Version)",1,0.004219
"I'm Good (Blue)",2,0.008439
"Dior",2,0.008439
"La Mamá de la Mamá (feat. El Cherry Scom)",1,0.004219
"Like A G6",8,0.033755
"Purple Hat",3,0.012658
"Cola - Sped Up Version",1,0.004219
"Flashing Lights - Remix",1,0.004219
"Ritmação da Putaria",1,0.004219
"Barbie World (with Aqua)",6,0.025316
"Yeah! (feat. Lil Jon & Ludacris)",7,0.029536
"Ella Baila Sola",1,0.004219
"My House",7,0.029536
"Bad Girls",5,0.021097
"Everytime We Touch",7,0.029536
"Can't Hold Us (feat. Ray Dalton)",10,0.042194
"4 Minutes (feat. Justin Timberlake and Timbaland)",2,0.008439
"Vamp Anthem",1,0.004219
"Heads Will Roll - A-Trak Remix Radio Edit",3,0.012658
"HIGHEST IN THE ROOM",1,0.004219
"Goosebumps - Remix",1,0.004219
"Pursuit Of Happiness (Nightmare)",4,0.016878
"Rush",4,0.016878
"Freed From Desire - Jen Payne & CAMPS Remix",1,0.004219
"Calabria 2008",1,0.004219
"Makeba - Ian Asher Remix",1,0.004219
"Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit",1,0.004219
"I Gotta Feeling",5,0.021097
"Te Boté - Remix",2,0.008439
"Can't Get You out of My Head",6,0.025316
"Gimme Gimme - Club Mix",1,0.004219
"Dancing Queen",9,0.037975
"Shots",3,0.012658
"Talk Dirty (feat. 2 Chainz)",5,0.021097
"Money In The Grave (Drake ft. Rick Ross)",2,0.008439
"Pump It Up",2,0.008439
"Pound The Alarm",4,0.016878
"Plain Jane REMIX (feat. Nicki Minaj)",1,0.004219
"Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix",1,0.004219
"Love Story (Taylor’s Version)",2,0.008439
"Yo Perreo Sola",1,0.004219
"Wake Up in the Sky",2,0.008439
"Hello",3,0.012658
"She Wolf",4,0.016878
"Stereo Love",1,0.004219
"SAOKO",1,0.004219
"Prada",2,0.008439
"HUMBLE.",4,0.016878
"Dientes",1,0.004219
"WATATI (feat. Aldo Ranks)",3,0.012658
"Faneto",2,0.008439
"Panoramic (feat. Sage The Gemini, Show Banga)",1,0.004219
"Mo Bamba",5,0.021097
"Freak Hoe",2,0.008439
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",3,0.012658
"Look Alive (feat. Drake)",2,0.008439
"Ayy Ladies (feat. Tyga)",2,0.008439
"Gas Pedal",2,0.008439
"Red Nose",1,0.004219
"Dreams and Nightmares",2,0.008439
"Pretty Boy Swag",1,0.004219
"Bring It Back",1,0.004219
"First Day Out",2,0.008439
"Yiken (Certified)",1,0.004219
"Love Sosa",1,0.004219
"Rake It Up (feat. Nicki Minaj)",1,0.004219
"Teach Me How to Dougie",2,0.008439
"Disco Inferno",2,0.008439
"Fight Night",1,0.004219
"Black Skinhead",1,0.004219
"Ni**as In Paris",8,0.033755
"POWER",3,0.012658
"I Don't Fuck With You",3,0.012658
"JERSEY ANNIVERSARY AYE BAY BAY",1,0.004219
"Dance (A$$) Remix",1,0.004219
"Best I Ever Had",3,0.012658
"Yes Indeed",1,0.004219
"Way 2 Sexy (with Future & Young Thug)",1,0.004219
"My Type",6,0.025316
"Right Above It",1,0.004219
"Ballin' (with Roddy Ricch)",2,0.008439
"Suge",2,0.008439
"Ayo",1,0.004219
"Hate Bein' Sober",2,0.008439
"Swag Surfin'",1,0.004219
"Laffy Taffy",3,0.012658
"The Motto",1,0.004219
"6 Foot 7 Foot",1,0.004219
"Praise The Lord (Da Shine) (feat. Skepta)",4,0.016878
"Super Gremlin",2,0.008439
"Booty Me Down",1,0.004219
"Homecoming",6,0.025316
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",5,0.021097
"Rack City",2,0.008439
"Don't Tell 'Em",1,0.004219
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",1,0.004219
"Mercy",7,0.029536
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",3,0.012658
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",1,0.004219
"Love Me",5,0.021097
"Forever",8,0.033755
"Get Low",2,0.008439
"Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)",1,0.004219
"Wavy (feat. Joe Moses)",1,0.004219
"Flex (Ooh, Ooh, Ooh)",1,0.004219
"Pop That",1,0.004219
"Slum Anthem",1,0.004219
"Love$ick (feat. A$AP Rocky)",3,0.012658
"Main Chick (feat. Chris Brown)",2,0.008439
"MIA (feat. Drake)",2,0.008439
"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",1,0.004219
"Shake, Pt. 2",1,0.004219
"Enemy x Jersey Club Drill",1,0.004219
"HeadBand (feat. 2 Chainz)",1,0.004219
"Money Longer",2,0.008439
"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",1,0.004219
"Knife Talk (with 21 Savage ft. Project Pat)",2,0.008439
"Why You Always Hatin?",1,0.004219
"Suavemente",1,0.004219
"Bottoms Up (feat. Nicki Minaj)",1,0.004219
"Rasputin",2,0.008439
"Ritmo",1,0.004219
"OUT OUT (feat. Charli XCX & Saweetie)",1,0.004219
"Gimme Gimme Gimme (a man after midnight) - Club Mix",1,0.004219
"Memories (feat. Kid Cudi) - 2021 Remix",1,0.004219
"Booty",2,0.008439
"Fuck It up Challenge",1,0.004219
"Want Her",1,0.004219
"Bruk Off Yuh Back",1,0.004219
"Joro",1,0.004219
"Up Down (Do This All Day) (feat. B.o.B)",2,0.008439
"Trophies",3,0.012658
"Tipsy - Club Mix",1,0.004219
"Drunk in Love Remix (feat. JAY-Z & Kanye West)",1,0.004219
"Whatever You Like",3,0.012658
"Jordan Belfort",2,0.008439
"Make No Sense",1,0.004219
"No Flockin'",1,0.004219
"Wobble",1,0.004219
"China",1,0.004219
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,0.004219
"abcdefu",3,0.012658
"Head & Heart (feat. MNEK) - Tiësto Remix",1,0.004219
"Wasted",6,0.025316
"What's My Name?",6,0.025316
"OMG (feat. will.i.am)",5,0.021097
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",3,0.012658
"Sexy Bitch (feat. Akon)",2,0.008439
"Give Me Everything (feat. Nayer)",6,0.025316
"Pure Water (with Migos)",1,0.004219
"Plain Jane",2,0.008439
"MotorSport",3,0.012658
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",4,0.016878
"Unforgettable",7,0.029536
"Everyday We Lit (feat. PnB Rock)",2,0.008439
"Young, Wild & Free (feat. Bruno Mars)",5,0.021097
"Hot N*gga",2,0.008439
"Murder On The Dancefloor",6,0.025316
"Rich Baby Daddy (feat. Sexyy Red & SZA)",2,0.008439
"Looking For The Hoes (Ain’t My Fault)",2,0.008439
"We Found Love",8,0.033755
"Kiss Me More (feat. SZA)",9,0.037975
"Lean On",2,0.008439
"One Kiss (with Dua Lipa)",4,0.016878
"Party Rock Anthem",2,0.008439
"Timber",8,0.033755
"DJ Got Us Fallin' In Love (feat. Pitbull)",11,0.046414
"Levitating (feat. DaBaby)",6,0.025316
"Love Tonight (David Guetta Remix Edit)",2,0.008439
"NO BYSTANDERS",1,0.004219
"Danza Kuduro",3,0.012658
"goosebumps",3,0.012658
"Memories (feat. Kid Cudi)",4,0.016878
"I Cry",4,0.016878
"Sweet Nothing (feat. Florence Welch)",2,0.008439
"Going Bad (feat. Drake)",3,0.012658
"Passionfruit",2,0.008439
"Good Feeling",5,0.021097
"Mr. Brightside",11,0.046414
"First Class",3,0.012658
"The Show Goes On",4,0.016878
"I Love It",4,0.016878
"Cotton Eye Joe",1,0.004219
"All Night Longer REMIX (feat. B.o.B)",1,0.004219
"Life Is A Highway",1,0.004219
"Illusion",2,0.008439
"CARNIVAL",4,0.016878
